Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
Q1IAK8	reviewed	Pseudomonine synthase PmsE	384676	Pseudomonas entomophila (strain L48)	611	PF13193	448..523
Q1IAL0	reviewed	Pseudomonine synthase PmsD	384676	Pseudomonas entomophila (strain L48)	1438	PF13193	1274..1350
Q1J667	reviewed	D-alanine--D-alanyl carrier protein ligase	370554	Streptococcus pyogenes serotype M4 (strain MGAS10750)	512	PF13193	419..499
Q1JGF0	reviewed	D-alanine--D-alanyl carrier protein ligase	370552	Streptococcus pyogenes serotype M2 (strain MGAS10270)	512	PF13193	419..499
Q1JLB7	reviewed	D-alanine--D-alanyl carrier protein ligase	370551	Streptococcus pyogenes serotype M12 (strain MGAS9429)	512	PF13193	419..499
Q1LL27	reviewed	Acetyl-coenzyme A synthetase	266264	Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34)	660	PF13193	544..625
Q1QEB6	reviewed	Acetyl-coenzyme A synthetase	335284	Psychrobacter cryohalolentis (strain ATCC BAA-1226 / DSM 17306 / VKM B-2378 / K5)	655	PF13193	533..611
Q1RGG1	reviewed	Crotonobetaine/carnitine--CoA ligase	364106	Escherichia coli (strain UTI89 / UPEC)	517	PF13193	435..510
Q21166	reviewed	Acetoacetyl-CoA synthetase	6239	Caenorhabditis elegans	700	PF13193	587..665
Q21LV0	reviewed	Acetyl-coenzyme A synthetase	203122	Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024)	645	PF13193	528..606
Q26304	reviewed	Luciferin 4-monooxygenase	27446	Luciola mingrelica	548	PF13193	455..531
Q27549	reviewed	Acetyl-coenzyme A synthetase	5807	Cryptosporidium parvum	694	PF13193	567..653
Q27757	reviewed	Luciferin 4-monooxygenase	1710587	Photuris pensylvanica	545	PF13193	452..528
Q2FFU9	reviewed	2-succinylbenzoate--CoA ligase	367830	Staphylococcus aureus (strain USA300)	492	PF13193	411..483
Q2FIE3	reviewed	D-alanine--D-alanyl carrier protein ligase	367830	Staphylococcus aureus (strain USA300)	485	PF13193	395..473
Q2FZW6	reviewed	D-alanine--D-alanyl carrier protein ligase	93061	Staphylococcus aureus (strain NCTC 8325 / PS 47)	485	PF13193	395..473
Q2G2V3	reviewed	2-succinylbenzoate--CoA ligase	93061	Staphylococcus aureus (strain NCTC 8325 / PS 47)	492	PF13193	411..483
Q2G512	reviewed	Acetyl-coenzyme A synthetase	279238	Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CCUG 56034 / CIP 105152 / NBRC 16084 / F199)	649	PF13193	529..607
Q2K2T1	reviewed	Acetyl-coenzyme A synthetase	347834	Rhizobium etli (strain CFN 42 / ATCC 51251)	651	PF13193	531..609
Q2LW77	reviewed	Acetyl-coenzyme A synthetase	56780	Syntrophus aciditrophicus (strain SB)	647	PF13193	527..605
Q2NR28	reviewed	Acetyl-coenzyme A synthetase	343509	Sodalis glossinidius (strain morsitans)	652	PF13193	531..609
Q2NXE2	reviewed	Acetyl-coenzyme A synthetase	342109	Xanthomonas oryzae pv. oryzae (strain MAFF 311018)	647	PF13193	530..608
Q2T3N9	reviewed	Acetyl-coenzyme A synthetase	271848	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 / CIP 106301 / E264)	660	PF13193	544..625
Q2T4N2	reviewed	Polyketide synthase ThaH	271848	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CCUG 48851 / CIP 106301 / E264)	3925	PF13193	972..1046
Q2UB01	reviewed	Acyl-CoA ligase ppsA	510516	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	561	PF13193	462..540
Q2YLH5	reviewed	Acetyl-coenzyme A synthetase	359391	Brucella abortus (strain 2308)	651	PF13193	531..611
Q2YTP0	reviewed	2-succinylbenzoate--CoA ligase	273036	Staphylococcus aureus (strain bovine RF122 / ET3-1)	492	PF13193	411..483
Q2YWQ8	reviewed	D-alanine--D-alanyl carrier protein ligase	273036	Staphylococcus aureus (strain bovine RF122 / ET3-1)	485	PF13193	395..473
Q32K60	reviewed	Crotonobetaine/carnitine--CoA ligase	300267	Shigella dysenteriae serotype 1 (strain Sd197)	517	PF13193	435..510
Q336M7	reviewed	4-coumarate--CoA ligase-like 2	39947	Oryza sativa subsp. japonica	583	PF13193	470..522
Q39EK2	reviewed	Acetyl-coenzyme A synthetase	482957	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	660	PF13193	544..625
Q3E6Y4	reviewed	4-coumarate--CoA ligase-like 3	3702	Arabidopsis thaliana	552	PF13193	463..538
Q3IFM6	reviewed	Acetyl-coenzyme A synthetase	326442	Pseudoalteromonas translucida (strain TAC 125)	646	PF13193	529..607
Q3JH62	reviewed	Acetyl-coenzyme A synthetase	320372	Burkholderia pseudomallei (strain 1710b)	660	PF13193	544..625
Q3JZ94	reviewed	D-alanine--D-alanyl carrier protein ligase	205921	Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700)	511	PF13193	420..499
Q3SLF4	reviewed	Acetyl-coenzyme A synthetase	292415	Thiobacillus denitrificans (strain ATCC 25259)	655	PF13193	538..619
Q3UNX5	reviewed	Acyl-coenzyme A synthetase ACSM3, mitochondrial	10090	Mus musculus	580	PF13193	486..566
Q3URE1	reviewed	Malonate--CoA ligase ACSF3, mitochondrial	10090	Mus musculus	583	PF13193	486..561
Q3Z5X2	reviewed	Crotonobetaine/carnitine--CoA ligase	300269	Shigella sonnei (strain Ss046)	517	PF13193	435..510
Q3ZKN0	reviewed	Long-chain fatty acid transport protein 1	9913	Bos taurus	646	PF13193	523..598
Q42524	reviewed	4-coumarate--CoA ligase 1	3702	Arabidopsis thaliana	561	PF13193	472..547
Q42982	reviewed	4-coumarate--CoA ligase 2	39947	Oryza sativa subsp. japonica	569	PF13193	481..556
Q46Z41	reviewed	Acetyl-coenzyme A synthetase	264198	Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197)	660	PF13193	544..625
Q48G09	reviewed	Acetyl-coenzyme A synthetase	264730	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6)	651	PF13193	531..609
Q48SZ3	reviewed	D-alanine--D-alanyl carrier protein ligase	319701	Streptococcus pyogenes serotype M28 (strain MGAS6180)	512	PF13193	419..499
Q499N5	reviewed	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	10116	Rattus norvegicus	615	PF13193	524..599
Q4FVA1	reviewed	Acetyl-coenzyme A synthetase	259536	Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4)	653	PF13193	533..611
Q4G176	reviewed	Malonate--CoA ligase ACSF3, mitochondrial	9606	Homo sapiens	576	PF13193	488..563
Q4KCY5	reviewed	L-proline--[L-prolyl-carrier protein] ligase	220664	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	498	PF13193	412..486
Q4L3Q0	reviewed	Putative long chain fatty acid-CoA ligase VraA	279808	Staphylococcus haemolyticus (strain JCSC1435)	461	PF13193	372..444
Q4L4U5	reviewed	D-alanine--D-alanyl carrier protein ligase	279808	Staphylococcus haemolyticus (strain JCSC1435)	485	PF13193	395..473
Q4LDG0	reviewed	Long-chain fatty acid transport protein 5	10090	Mus musculus	689	PF13193	565..640
Q4R4Z9	reviewed	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	9541	Macaca fascicularis	618	PF13193	527..602
Q4UP35	reviewed	Acetyl-coenzyme A synthetase	314565	Xanthomonas campestris pv. campestris (strain 8004)	647	PF13193	530..608
Q4WF61	reviewed	Nonribosomal peptide synthase sidE	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	2109	PF13193	430..506
Q4WLD5	reviewed	Nicotinic acid-CoA ligase pyr1	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	581	PF13193	477..555
Q4WR82	reviewed	Nonribosomal peptide synthetase sidC	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	4763	PF13193	727..809
Q4WR83	reviewed	Acyl-CoA ligase sidI	330879	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	590	PF13193	480..563
Q4ZQG8	reviewed	Acetyl-coenzyme A synthetase	205918	Pseudomonas syringae pv. syringae (strain B728a)	651	PF13193	531..609
Q52400	reviewed	Syringomycin synthase SyrB1	321	Pseudomonas syringae pv. syringae	614	PF13193	434..513
Q53005	reviewed	4-hydroxybenzoate--CoA/benzoate--CoA ligase	258594	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	539	PF13193	424..503
Q53526	reviewed	D-alanine--D-alanyl carrier protein ligase	210007	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	516	PF13193	421..503
Q53634	reviewed	2-succinylbenzoate--CoA ligase	1280	Staphylococcus aureus	492	PF13193	411..483
Q53FZ2	reviewed	Acyl-coenzyme A synthetase ACSM3, mitochondrial	9606	Homo sapiens	586	PF13193	492..572
Q54P77	reviewed	Probable 4-coumarate--CoA ligase 1	44689	Dictyostelium discoideum	551	PF13193	461..537
Q54P78	reviewed	Probable 4-coumarate--CoA ligase 2	44689	Dictyostelium discoideum	551	PF13193	461..537
Q54P79	reviewed	Probable 4-coumarate--CoA ligase 3	44689	Dictyostelium discoideum	551	PF13193	461..537
Q54Z60	reviewed	Acetyl-coenzyme A synthetase	44689	Dictyostelium discoideum	674	PF13193	549..628
Q55404	reviewed	Acetyl-coenzyme A synthetase	1111708	Synechocystis sp. (strain PCC 6803 / Kazusa)	653	PF13193	541..619
Q554Z5	reviewed	Acyl-CoA synthetase short-chain family member B, mitochondrial	44689	Dictyostelium discoideum	688	PF13193	565..643
Q57B76	reviewed	Acetyl-coenzyme A synthetase	262698	Brucella abortus biovar 1 (strain 9-941)	651	PF13193	531..611
Q57TJ0	reviewed	Crotonobetaine/carnitine--CoA ligase	321314	Salmonella choleraesuis (strain SC-B67)	517	PF13193	435..510
Q58DN7	reviewed	Malonate--CoA ligase ACSF3, mitochondrial	9913	Bos taurus	586	PF13193	488..563
Q5B7J0	reviewed	Acyl-CoA ligase inpC	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	583	PF13193	472..554
Q5BA81	reviewed	Acyl-CoA ligase easD	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	565	PF13193	474..555
Q5HEY2	reviewed	2-succinylbenzoate--CoA ligase	93062	Staphylococcus aureus (strain COL)	492	PF13193	411..483
Q5HHF2	reviewed	D-alanine--D-alanyl carrier protein ligase	93062	Staphylococcus aureus (strain COL)	485	PF13193	395..473
Q5HIA1	reviewed	Putative long chain fatty acid-CoA ligase VraA	93062	Staphylococcus aureus (strain COL)	458	PF13193	371..443
Q5HNB2	reviewed	2-succinylbenzoate--CoA ligase	176279	Staphylococcus epidermidis (strain ATCC 35984 / RP62A)	474	PF13193	383..455
Q5HQN0	reviewed	D-alanine--D-alanyl carrier protein ligase	176279	Staphylococcus epidermidis (strain ATCC 35984 / RP62A)	485	PF13193	395..473
Q5K4L6	reviewed	Long-chain fatty acid transport protein 3	9606	Homo sapiens	683	PF13193	559..635
Q5KVX9	reviewed	2-succinylbenzoate--CoA ligase	235909	Geobacillus kaustophilus (strain HTA426)	490	PF13193	398..473
Q5LRT0	reviewed	3-methylmercaptopropionyl-CoA ligase	246200	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3)	539	PF13193	448..523
Q5P603	reviewed	Indoleacetate--CoA ligase	76114	Aromatoleum aromaticum (strain EbN1)	510	PF13193	416..491
Q5PIL0	reviewed	Crotonobetaine/carnitine--CoA ligase	295319	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	517	PF13193	435..510
Q5R9G9	reviewed	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	9601	Pongo abelii	615	PF13193	524..599
Q5RDY4	reviewed	Long-chain fatty acid transport protein 4	9601	Pongo abelii	643	PF13193	520..595
Q5REB8	reviewed	Acyl-CoA synthetase short-chain family member 3, mitochondrial	9601	Pongo abelii	686	PF13193	571..649
Q5REV5	reviewed	Acyl-coenzyme A synthetase ACSM3, mitochondrial	9601	Pongo abelii	586	PF13193	492..572
Q5SIW6	reviewed	Acetyl-coenzyme A synthetase	300852	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	648	PF13193	534..612
Q5SKN9	reviewed	Long-chain-fatty-acid--CoA ligase	300852	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	541	PF13193	450..524
Q5W263	reviewed	L-proline--[L-prolyl-carrier protein] ligase	104623	Serratia sp. (strain ATCC 39006)	491	PF13193	404..479
Q5XBN5	reviewed	D-alanine--D-alanyl carrier protein ligase	286636	Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394)	512	PF13193	419..499
Q60714	reviewed	Long-chain fatty acid transport protein 1	10090	Mus musculus	646	PF13193	523..598
Q62AD1	reviewed	Acetyl-coenzyme A synthetase	243160	Burkholderia mallei (strain ATCC 23344)	660	PF13193	544..625
Q632I5	reviewed	2-succinylbenzoate--CoA ligase	288681	Bacillus cereus (strain ZK / E33L)	482	PF13193	396..469
Q63E02	reviewed	D-alanine--D-alanyl carrier protein ligase	288681	Bacillus cereus (strain ZK / E33L)	504	PF13193	413..492
Q63NC4	reviewed	Acetyl-coenzyme A synthetase	272560	Burkholderia pseudomallei (strain K96243)	660	PF13193	544..625
Q65DH1	reviewed	D-alanine--D-alanyl carrier protein ligase	279010	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	502	PF13193	411..490
Q65FT5	reviewed	2-succinylbenzoate--CoA ligase	279010	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	478	PF13193	399..472
Q667F1	reviewed	Bifunctional protein Aas	273123	Yersinia pseudotuberculosis serotype I (strain IP32953)	718	PF13193	630..701
Q66FM8	reviewed	Acetyl-coenzyme A synthetase	273123	Yersinia pseudotuberculosis serotype I (strain IP32953)	652	PF13193	531..609
Q67W82	reviewed	4-coumarate--CoA ligase 4	39947	Oryza sativa subsp. japonica	559	PF13193	460..535
Q68CK6	reviewed	Acyl-coenzyme A synthetase ACSM2B, mitochondrial	9606	Homo sapiens	577	PF13193	477..557
Q69RG7	reviewed	4-coumarate--CoA ligase-like 7	39947	Oryza sativa subsp. japonica	558	PF13193	465..540
Q6AYT9	reviewed	Acyl-coenzyme A synthetase ACSM5, mitochondrial	10116	Rattus norvegicus	578	PF13193	485..565
Q6BQF2	reviewed	Acetyl-coenzyme A synthetase 1	284592	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968)	671	PF13193	551..630
Q6BS00	reviewed	Acetyl-coenzyme A synthetase 2	284592	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968)	679	PF13193	548..636
Q6ETN3	reviewed	4-coumarate--CoA ligase 3	39947	Oryza sativa subsp. japonica	554	PF13193	450..525
Q6FLU2	reviewed	Acetyl-coenzyme A synthetase 1	284593	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	704	PF13193	581..666
Q6FXI2	reviewed	Acetyl-coenzyme A synthetase 2	284593	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	683	PF13193	548..638
Q6FYL4	reviewed	Acetyl-coenzyme A synthetase	283165	Bartonella quintana (strain Toulouse)	652	PF13193	531..609
Q6G1W0	reviewed	Acetyl-coenzyme A synthetase	283166	Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston 1)	652	PF13193	531..609
Q6G8D6	reviewed	2-succinylbenzoate--CoA ligase	282459	Staphylococcus aureus (strain MSSA476)	492	PF13193	411..483
Q6GAZ4	reviewed	D-alanine--D-alanyl carrier protein ligase	282459	Staphylococcus aureus (strain MSSA476)	485	PF13193	395..473
Q6GBR2	reviewed	Putative long chain fatty acid-CoA ligase VraA	282459	Staphylococcus aureus (strain MSSA476)	458	PF13193	371..443
Q6GFR0	reviewed	2-succinylbenzoate--CoA ligase	282458	Staphylococcus aureus (strain MRSA252)	492	PF13193	411..483
Q6GIF6	reviewed	D-alanine--D-alanyl carrier protein ligase	282458	Staphylococcus aureus (strain MRSA252)	485	PF13193	395..473
Q6GJ94	reviewed	Putative long chain fatty acid-CoA ligase VraA	282458	Staphylococcus aureus (strain MRSA252)	458	PF13193	371..443
Q6GLK6	reviewed	Malonate--CoA ligase ACSF3, mitochondrial	8355	Xenopus laevis	578	PF13193	490..565
Q6HC29	reviewed	2-succinylbenzoate--CoA ligase	281309	Bacillus thuringiensis subsp. konkukian (strain 97-27)	482	PF13193	396..469
Q6HLH7	reviewed	D-alanine--D-alanyl carrier protein ligase	281309	Bacillus thuringiensis subsp. konkukian (strain 97-27)	504	PF13193	413..492
Q6LLZ1	reviewed	Acetyl-coenzyme A synthetase	298386	Photobacterium profundum (strain SS9)	649	PF13193	531..609
Q6MNF1	reviewed	Acetyl-coenzyme A synthetase	264462	Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIMB 9529 / HD100)	645	PF13193	528..606
Q6NUN0	reviewed	Acyl-coenzyme A synthetase ACSM5, mitochondrial	9606	Homo sapiens	579	PF13193	486..566
Q6P1M0	reviewed	Long-chain fatty acid transport protein 4	9606	Homo sapiens	643	PF13193	520..595
Q6PCB7	reviewed	Long-chain fatty acid transport protein 1	9606	Homo sapiens	646	PF13193	523..598
Q6SKG1	reviewed	Acyl-coenzyme A synthetase ACSM3, mitochondrial	10116	Rattus norvegicus	580	PF13193	486..566
Q6TNA5	reviewed	L-allo-isoleucine:holo-[CmaA peptidyl-carrier protein] ligase	318	Pseudomonas savastanoi pv. glycinea	595	PF13193	417..493
Q6W4T3	reviewed	Anguibactin system regulator	882102	Vibrio anguillarum (strain ATCC 68554 / 775)	1048	PF13193	863..942
Q6YYZ2	reviewed	4-coumarate--CoA ligase-like 3	39947	Oryza sativa subsp. japonica	591	PF13193	491..565
Q6ZAC1	reviewed	4-coumarate--CoA ligase 5	39947	Oryza sativa subsp. japonica	539	PF13193	447..522
Q70LM4	reviewed	Linear gramicidin synthase subunit D	54914	Brevibacillus parabrevis	5085	PF13193	865..940,1926..2001,3449..3524,4504..4579
Q70LM5	reviewed	Linear gramicidin synthase subunit C	54914	Brevibacillus parabrevis	7756	PF13193	880..955,1945..2020,3465..3535,4521..4599,6044..6119,7105..7180
Q70LM6	reviewed	Linear gramicidin synthase subunit B	54914	Brevibacillus parabrevis	5162	PF13193	874..942,1929..2005,3444..3519,4504..4579
Q70LM7	reviewed	Linear gramicidin synthase subunit A	54914	Brevibacillus parabrevis	2273	PF13193	598..671,1633..1703
Q71YZ5	reviewed	2-succinylbenzoate--CoA ligase	265669	Listeria monocytogenes serotype 4b (strain F2365)	467	PF13193	382..455
Q721J2	reviewed	D-alanine--D-alanyl carrier protein ligase	265669	Listeria monocytogenes serotype 4b (strain F2365)	510	PF13193	420..498
Q72J95	reviewed	Acetyl-coenzyme A synthetase	262724	Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27)	648	PF13193	534..612
Q72LY9	reviewed	Acetyl-coenzyme A synthetase	267671	Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (strain Fiocruz L1-130)	661	PF13193	542..620
Q72YK9	reviewed	2-succinylbenzoate--CoA ligase	222523	Bacillus cereus (strain ATCC 10987 / NRS 248)	481	PF13193	395..468
Q73BD2	reviewed	D-alanine--D-alanyl carrier protein ligase	222523	Bacillus cereus (strain ATCC 10987 / NRS 248)	504	PF13193	413..492
Q74RZ6	reviewed	Bifunctional protein Aas	632	Yersinia pestis	718	PF13193	630..701
Q750T7	reviewed	Acetyl-coenzyme A synthetase 2	284811	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056)	687	PF13193	547..642
Q758X0	reviewed	Acetyl-coenzyme A synthetase 1	284811	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056)	694	PF13193	571..656
Q7A1Q0	reviewed	Putative long chain fatty acid-CoA ligase VraA	196620	Staphylococcus aureus (strain MW2)	458	PF13193	371..443
Q7A769	reviewed	Putative long chain fatty acid-CoA ligase VraA	158879	Staphylococcus aureus (strain N315)	458	PF13193	371..443
Q7BQ71	reviewed	Zwittermicin A synthase ZmaJ	1396	Bacillus cereus	525	PF13193	419..492
Q7F1X5	reviewed	4-coumarate--CoA ligase-like 5	39947	Oryza sativa subsp. japonica	542	PF13193	449..524
Q7M9Y2	reviewed	Acetyl-coenzyme A synthetase	273121	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W)	654	PF13193	537..619
Q7MBA6	reviewed	Acetyl-coenzyme A synthetase	243265	Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01)	651	PF13193	531..609
Q7MGU3	reviewed	Acetyl-coenzyme A synthetase	196600	Vibrio vulnificus (strain YJ016)	650	PF13193	532..610
Q7NSY7	reviewed	Acetyl-coenzyme A synthetase	243365	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)	654	PF13193	538..619
Q7TN78	reviewed	Acyl-coenzyme A synthetase ACSM4, mitochondrial	10116	Rattus norvegicus	580	PF13193	486..566
Q7TWB7	reviewed	Medium/long-chain-fatty-acid--CoA/3-oxocholest-4-en-26-oate--CoA ligase	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	548	PF13193	446..521
Q7TWC5	reviewed	Medium/long-chain-fatty-acid--CoA ligase FadD17	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	502	PF13193	404..480
Q7TXK7	reviewed	p-hydroxybenzoic acid--AMP ligase FadD22	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	705	PF13193	402..480
Q7TYQ4	reviewed	Phenyloxazoline synthase MbtB	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	1414	PF13193	959..1031
Q7WSH3	reviewed	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase	285	Comamonas testosteroni	540	PF13193	444..519
Q7X279	reviewed	Salicylyl-CoA synthase / salicylate adenylyltransferase	1931	Streptomyces sp.	553	PF13193	457..533
Q7XXL2	reviewed	4-coumarate--CoA ligase-like 9	39947	Oryza sativa subsp. japonica	555	PF13193	462..537
Q80W40	reviewed	Acyl-coenzyme A synthetase ACSM4, mitochondrial	10090	Mus musculus	580	PF13193	486..566
Q816I1	reviewed	2-succinylbenzoate--CoA ligase	226900	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	482	PF13193	396..469
Q81G39	reviewed	D-alanine--D-alanyl carrier protein ligase	226900	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	504	PF13193	413..492
Q81K97	reviewed	2-succinylbenzoate--CoA ligase	1392	Bacillus anthracis	481	PF13193	395..468
Q81RQ7	reviewed	3,4-dihydroxybenzoate--[aryl-carrier protein] ligase	1392	Bacillus anthracis	412	PF13193	328..399
Q81T97	reviewed	D-alanine--D-alanyl carrier protein ligase	1392	Bacillus anthracis	503	PF13193	412..491
Q82EL5	reviewed	Acetyl-coenzyme A synthetase	227882	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	652	PF13193	532..611
Q82SI5	reviewed	Acetyl-coenzyme A synthetase	228410	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	655	PF13193	539..620
Q838K1	reviewed	2-succinylbenzoate--CoA ligase	226185	Enterococcus faecalis (strain ATCC 700802 / V583)	485	PF13193	395..468
Q83MG9	reviewed	Crotonobetaine/carnitine--CoA ligase	623	Shigella flexneri	517	PF13193	435..510
Q84HC5	reviewed	2-hydroxy-7-methoxy-5-methyl-1-naphthoate--CoA ligase	1897	Streptomyces carzinostaticus	558	PF13193	466..542
Q84P21	reviewed	Peroxisomal OPC-8:0-CoA ligase 1	3702	Arabidopsis thaliana	546	PF13193	455..530
Q84P23	reviewed	4-coumarate--CoA ligase-like 9	3702	Arabidopsis thaliana	562	PF13193	469..544
Q84P24	reviewed	4-coumarate--CoA ligase-like 6	3702	Arabidopsis thaliana	566	PF13193	474..548
Q84P25	reviewed	4-coumarate--CoA ligase-like 2	3702	Arabidopsis thaliana	565	PF13193	476..551
Q84P26	reviewed	4-coumarate--CoA ligase-like 8	3702	Arabidopsis thaliana	550	PF13193	461..536
Q87C00	reviewed	Acetyl-coenzyme A synthetase	183190	Xylella fastidiosa (strain Temecula1 / ATCC 700964)	647	PF13193	530..608
Q87KU7	reviewed	Acetyl-coenzyme A synthetase	223926	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	650	PF13193	532..610
Q885K7	reviewed	Acetyl-coenzyme A synthetase	223283	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	651	PF13193	531..609
Q88DW6	reviewed	Acetyl-coenzyme A synthetase 2	160488	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	644	PF13193	527..605
Q88EH6	reviewed	Acetyl-coenzyme A synthetase 1	160488	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	653	PF13193	531..609
Q88VM6	reviewed	D-alanine--D-alanyl carrier protein ligase	220668	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1)	508	PF13193	415..495
Q89WV5	reviewed	Acetyl-coenzyme A synthetase	224911	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	648	PF13193	528..606
Q8BGA8	reviewed	Acyl-coenzyme A synthetase ACSM5, mitochondrial	10090	Mus musculus	578	PF13193	485..565
Q8CS21	reviewed	2-succinylbenzoate--CoA ligase	176280	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	474	PF13193	383..455
Q8CT93	reviewed	D-alanine--D-alanyl carrier protein ligase	176280	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	485	PF13193	395..473
Q8D1G8	reviewed	Acetyl-coenzyme A synthetase	632	Yersinia pestis	652	PF13193	531..609
Q8DCZ9	reviewed	Acetyl-coenzyme A synthetase	216895	Vibrio vulnificus (strain CMCP6)	650	PF13193	532..610
Q8DKH2	reviewed	Acetyl-coenzyme A synthetase	197221	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	656	PF13193	543..621
Q8EDK3	reviewed	Acetyl-coenzyme A synthetase	211586	Shewanella oneidensis (strain MR-1)	650	PF13193	531..609
