"","Orthogroup.ID","AHRD.Descriptions","TAIR.Gene.s..Descriptions","Pfam.Domains","GO.Molecular.Functions","GO.Biological.Processes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pn3.313",8917,"Double-strand-break repair protein rad21-like protein 1 [0.609] | Double-strand-break repair protein rad21 homolog [0.217] | Rad21/Rec8-like family protein [0.174]","Rad21/Rec8-like family protein","Rad21_Rec8_N (PF04825) [1.000] | Rad21_Rec8 (PF04824) [0.696]","protein binding (GO:0005515) [1.000]","NULL / Representative annotation below 0.1%",19.4765997596437,-5.02039639825214,1.10888178706257,54.5994862138374,8.3589727610645e-12,3.26251569810264e-11
"Pn3.3137",4376,"Aldehyde dehydrogenase family 2 member C4 [0.676] | Aldehyde dehydrogenase [0.265] | Aldehyde dehydrogenase, mitochondrial [0.059]","aldehyde dehydrogenase 10A9 | aldehyde dehydrogenase 10A8","Aldedh (PF00171) [1.000]","oxidoreductase activity (GO:0016491) [1.000]","metabolic process (GO:0008152) [1.000] | oxidation-reduction process (GO:0055114) [1.000]",313.158908982801,-1.08096220700681,0.393236746300289,143.687765964436,6.05674891301102e-31,8.62866160849797e-30
"Pn3.3139",4376,"Aldehyde dehydrogenase family 2 member C4 [0.676] | Aldehyde dehydrogenase [0.265] | Aldehyde dehydrogenase, mitochondrial [0.059]","aldehyde dehydrogenase 10A9 | aldehyde dehydrogenase 10A8","Aldedh (PF00171) [1.000]","oxidoreductase activity (GO:0016491) [1.000]","metabolic process (GO:0008152) [1.000] | oxidation-reduction process (GO:0055114) [1.000]",304.663738618503,-2.15725183216365,0.18345842920478,186.480569928331,3.51419659850093e-40,8.40977154077429e-39
"Pn3.3140",823,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [0.963] | AAA-type ATPase family protein [0.037]","AAA-type ATPase family protein | P-loop containing nucleoside triphosphate hydrolases superfamily protein","AAA (PF00004) [0.877] | FHA (PF00498) [0.160]","ATP binding (GO:0005524) [0.877] | protein binding (GO:0005515) [0.160]","NULL / Representative annotation below 0.1%",625.37702696052,-4.19218829374991,0.321552426884885,171.91411846913,4.91387241040536e-37,1.00306315673383e-35
"Pn3.3224",4458,"HEAT repeat-containing protein [0.941] | NADPH-dependent diflavin oxidoreductase 1 [0.029]","HEAT repeat-containing protein","Exo_endo_phos_2 (PF14529) [0.029] | HEAT (PF02985) [0.029] | RVT_1 (PF00078) [0.029] | Flavodoxin_1 (PF00258) [0.029] | zf-RVT (PF13966) [0.029]","RNA binding (GO:0003723) [0.029] | protein binding (GO:0005515) [0.029] | FMN binding (GO:0010181) [0.029] | oxidoreductase activity (GO:0016491) [0.029] | RNA-directed DNA polymerase activity (GO:0003964) [0.029]","RNA-dependent DNA replication (GO:0006278) [0.029]",3045.02659241787,-2.62037594482292,0.22173147769393,145.670133082981,2.26312779494443e-31,3.30793110768519e-30
"Pn3.325",363,"DNA-directed RNA polymerase 2A [0.513] | eukaryotic translation initiation factor 4G [0.308] | Eukaryotic translation initiation factor isoform 4G-1 [0.085] | DNA-directed RNA polymerase 1B, mitochondrial [0.026] | Eukaryotic translation initiation factor isoform 4G-2 [0.026] | DNA-directed RNA polymerase 1, mitochondrial [0.017] | DNA-directed RNA polymerase [0.017] | DNA-directed RNA polymerase 3, chloroplastic [0.009]","DNA/RNA polymerases superfamily protein | MIF4G domain-containing protein / MA3 domain-containing protein | male gametophyte defective 3","RNA_pol (PF00940) [0.564] | RPOL_N (PF14700) [0.504] | MIF4G (PF02854) [0.419] | MA3 (PF02847) [0.410] | zf-RVT (PF13966) [0.009]","DNA-directed RNA polymerase activity (GO:0003899) [0.564] | DNA binding (GO:0003677) [0.564] | RNA binding (GO:0003723) [0.419] | protein binding (GO:0005515) [0.419]","transcription, DNA-templated (GO:0006351) [0.564]",297.020092452983,-2.81513298826379,0.256821097651955,141.996638573611,1.40257991441189e-30,1.95847518154534e-29
"Pn3.326",363,"DNA-directed RNA polymerase 2A [0.513] | eukaryotic translation initiation factor 4G [0.308] | Eukaryotic translation initiation factor isoform 4G-1 [0.085] | DNA-directed RNA polymerase 1B, mitochondrial [0.026] | Eukaryotic translation initiation factor isoform 4G-2 [0.026] | DNA-directed RNA polymerase 1, mitochondrial [0.017] | DNA-directed RNA polymerase [0.017] | DNA-directed RNA polymerase 3, chloroplastic [0.009]","DNA/RNA polymerases superfamily protein | MIF4G domain-containing protein / MA3 domain-containing protein | male gametophyte defective 3","RNA_pol (PF00940) [0.564] | RPOL_N (PF14700) [0.504] | MIF4G (PF02854) [0.419] | MA3 (PF02847) [0.410] | zf-RVT (PF13966) [0.009]","DNA-directed RNA polymerase activity (GO:0003899) [0.564] | DNA binding (GO:0003677) [0.564] | RNA binding (GO:0003723) [0.419] | protein binding (GO:0005515) [0.419]","transcription, DNA-templated (GO:0006351) [0.564]",196.978762909489,-1.20456785191071,0.182332938467971,77.8457169500391,8.89303403085428e-17,5.04727641034609e-16
"Pn3.3269",6578,"Flap endonuclease 1 [0.679] | Flap endonuclease 1-A [0.286] | Flap endonuclease 1-B [0.036]","5'-3' exonuclease family protein","XPG_I (PF00867) [1.000] | XPG_N (PF00752) [0.929] | Cellulase (PF00150) [0.036]","nuclease activity (GO:0004518) [1.000] | hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553) [0.036]","DNA repair (GO:0006281) [0.929] | carbohydrate metabolic process (GO:0005975) [0.036]",50.3419796432203,-2.77716696906885,0.487047284236834,49.5423895846826,9.99885446257754e-11,3.55583323271965e-10
"Pn3.3287",6120,"protein serine/threonine kinases;protein tyrosine kinases;ATP binding;protein kinases [0.655] | WD repeat-containing protein 81 [0.172] | Neurobeachin [0.069] | Mitochondrial division protein 1 [0.069] | WD-40 repeat family protein / beige-related [0.034]","protein serine/threonine kinases;protein tyrosine kinases;ATP binding;protein kinases","Beach (PF02138) [0.793] | Pkinase (PF00069) [0.759] | WD40 (PF00400) [0.759]","ATP binding (GO:0005524) [0.759] | protein binding (GO:0005515) [0.759] | protein kinase activity (GO:0004672) [0.759]","protein phosphorylation (GO:0006468) [0.759]",70.6901494159433,-3.3970100132644,0.387135182429323,159.610548088638,2.22421391849729e-34,3.8830960106012e-33
"Pn3.3296",5118,"Pectin lyase-like superfamily protein [1.000]","Pectin lyase-like superfamily protein","Glyco_hydro_28 (PF00295) [1.000] | Complex1_LYR (PF05347) [0.032]","polygalacturonase activity (GO:0004650) [1.000]","carbohydrate metabolic process (GO:0005975) [1.000]",1217.86289682827,-4.10013270271028,0.383807383647377,109.959752880536,1.11943026545101e-23,1.03224364916255e-22
"Pn3.34",5890,"RAC-like GTP binding protein 5 [1.000]","RAC-like 10 | RHO-related protein from plants 10","Ras (PF00071) [1.000]","GTP binding (GO:0005525) [1.000]","small GTPase mediated signal transduction (GO:0007264) [1.000]",1002.81237061842,-1.59760813480888,0.163411369826871,174.19013256152,1.58495613685894e-37,3.3227948088203e-36
"Pn3.3480",8369,"Remorin family protein [1.000]","Remorin family protein","Remorin_C (PF03763) [0.958]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",92.6444957651166,-1.01061094093627,0.247929551356024,141.157017817678,2.12803599424381e-30,2.94404487641541e-29
"Pn3.3500",2850,"eukaryotic translation initiation factor 3 subunit C2 [0.977] | Eukaryotic translation initiation factor 3 subunit C [0.023]","eukaryotic translation initiation factor 3 subunit C2 | eukaryotic translation initiation factor 3C","eIF-3c_N (PF05470) [1.000] | PCI (PF01399) [0.955] | Peptidase_C48 (PF02902) [0.023] | RVT_3 (PF13456) [0.023]","translation initiation factor activity (GO:0003743) [1.000] | translation initiation factor binding (GO:0031369) [1.000] | protein binding (GO:0005515) [0.955] | cysteine-type peptidase activity (GO:0008234) [0.023]","translational initiation (GO:0006413) [1.000] | proteolysis (GO:0006508) [0.023]",49.7725445215056,-4.15431337732324,0.496207527622288,136.699201081081,1.94585983956741e-29,2.54193479042212e-28
"Pn3.3513",423,"STRUBBELIG-receptor family 6 [0.404] | STRUBBELIG-receptor family 8 [0.358] | STRUBBELIG-receptor family 5 [0.165] | STRUBBELIG-receptor family 7 [0.046] | STRUBBELIG-receptor family 4 [0.028]","STRUBBELIG-receptor family 4 | STRUBBELIG-receptor family 6 | STRUBBELIG-receptor family 5 | STRUBBELIG-receptor family 7 | STRUBBELIG-receptor family 8","LRRNT_2 (PF08263) [0.789] | LRR_8 (PF13855) [0.725] | Pkinase (PF00069) [0.578] | LRR_1 (PF00560) [0.505] | Pkinase_Tyr (PF07714) [0.422] | LRR_6 (PF13516) [0.266] | LRR_4 (PF12799) [0.156] | LRR_7 (PF13504) [0.055]","protein kinase activity (GO:0004672) [1.000] | ATP binding (GO:0005524) [0.578] | protein binding (GO:0005515) [0.505]","protein phosphorylation (GO:0006468) [1.000]",463.098523994752,-2.43066087134064,0.205551320007706,279.642101653923,2.53090184935455e-60,1.37187136797746e-58
"Pn3.3539",294,"Glutathione S-transferase family protein [0.674] | glutathione S-transferase 7 [0.116] | glutathione S-transferase 6 [0.078] | glutathione S-transferase F3 [0.054] | glutathione S-transferase F4 [0.031] | Glutathione S-transferase 1 [0.031] | Glutathione S-transferase F9 [0.016]","glutathione S-transferase phi 8 | glutathione S-transferase 6 | glutathione S-transferase PHI 9 | Glutathione S-transferase family protein | glutathione S-transferase F4 | glutathione S-transferase 7","GST_C (PF00043) [1.000] | GST_N (PF02798) [0.837] | GST_N_3 (PF13417) [0.124] | GST_N_2 (PF13409) [0.008]","protein binding (GO:0005515) [0.961]","NULL / Representative annotation below 0.1%",5.98703726509499,-5.48513176395866,1.3059358171824,31.6480973628486,6.20785072095264e-07,1.55541993726698e-06
"Pn3.358",10006,"17.9 kDa class I heat shock protein [0.190] | heat shock protein 21 [0.190] | 17.5 kDa class I heat shock protein [0.143] | 17.6 kDa class I heat shock protein 3 [0.095] | 16.6 kDa heat shock protein [0.048] | 17.6 kDa class I heat shock protein [0.048] | 17.6 kDa class II heat shock protein [0.048] | 23.6 kDa heat shock protein, mitochondrial [0.048] | 26.5 kDa heat shock protein, mitochondrial [0.048] | 18.3 kDa class I heat shock protein [0.048] | 17.9 kDa heat shock protein 2 [0.048] | 17.3 kDa class I heat shock protein [0.048]","HSP20-like chaperones superfamily protein","HSP20 (PF00011) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",13.186575305011,-3.0363053873374,0.820745886606764,35.6571407558054,8.84846505523165e-08,2.41195057761207e-07
"Pn3.3585",13384,"Pentatricopeptide repeat (PPR) superfamily protein [0.625] | Pentatricopeptide repeat (PPR-like) superfamily protein [0.375]","Unkown protein(s) / No TAIR description(s)","PPR_2 (PF13041) [1.000] | PPR (PF01535) [0.875] | PPR_1 (PF12854) [0.875] | PPR_3 (PF13812) [0.625]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",47.1946143977123,-1.72932932695423,0.463980130084548,28.7231220422585,2.56040482657948e-06,6.01810841376161e-06
"Pn3.36",3351,"DegP protease 9 [1.000]","DegP protease 9","Trypsin (PF00089) [1.000] | PDZ_2 (PF13180) [0.900] | Trypsin_2 (PF13365) [0.025]","serine-type endopeptidase activity (GO:0004252) [1.000] | protein binding (GO:0005515) [0.900]","proteolysis (GO:0006508) [1.000]",148.292488253054,-5.14674065450616,0.446078396730195,199.254821881637,6.11185555024472e-43,1.64358865036168e-41
"Pn3.362",2395,"Ypt/Rab-GAP domain of gyp1p superfamily protein [1.000]","Ypt/Rab-GAP domain of gyp1p superfamily protein","RabGAP-TBC (PF00566) [1.000]","Rab GTPase activator activity (GO:0005097) [1.000]","regulation of Rab GTPase activity (GO:0032313) [1.000]",14.2586640033329,-6.79791074246606,1.24796171633271,99.6758302918506,1.82472227750161e-21,1.44608517288704e-20
"Pn3.3627",1011,"sodium hydrogen exchanger 2 [0.973] | sodium hydrogen exchanger 4 [0.027]","Na+/H+ exchanger 1 | sodium hydrogen exchanger 2 | sodium hydrogen exchanger 4","Na_H_Exchanger (PF00999) [1.000]","solute:hydrogen antiporter activity (GO:0015299) [1.000]","cation transport (GO:0006812) [1.000] | transmembrane transport (GO:0055085) [1.000]",640.941841444575,-2.47133564070847,0.174961850539245,249.468460632534,8.52688655728635e-54,3.65705077418792e-52
"Pn3.3630",6007,"ARM repeat superfamily protein [0.966] | Exportin-5 [0.034]","ARM repeat superfamily protein","Xpo1 (PF08389) [0.897]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",1090.15392873513,-8.41172909112758,0.448431257182003,1123.95161586807,2.31583389408295e-243,3.85886544054784e-240
"Pn3.3677",3870,"myb domain protein 43 [0.486] | myb domain protein 20 [0.486] | myb domain protein 85 [0.027]","myb domain protein 43 | myb domain protein 20","Myb_DNA-binding (PF00249) [1.000]","chromatin binding (GO:0003682) [1.000]","NULL / Representative annotation below 0.1%",369.345302296365,-1.69294228806733,0.310144321912166,51.0153617822927,4.85535783973401e-11,1.77163462457123e-10
"Pn3.3687",7487,"Nucleic acid-binding, OB-fold-like protein [0.962]","Nucleic acid-binding, OB-fold-like protein","POT1 (PF02765) [0.923]","DNA binding (GO:0003677) [0.923]","telomere maintenance (GO:0000723) [0.923]",320.164891240423,-2.9628088098743,0.202608434162794,255.614693895724,3.99389463726798e-55,1.80588261035866e-53
"Pn3.3690",4518,"Unkown protein / Representative AHRD below 0.1%","Protein of unknown function (DUF1022)","Mito_fiss_Elm1 (PF06258) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",87.7118571815347,-2.71492437304177,0.461986882427791,38.6778296857845,2.03099745815528e-08,5.8750450486984e-08
"Pn3.3696",6453,"alpha/beta-Hydrolases superfamily protein [0.857] | Protein phosphatase methylesterase 1 [0.071] | Alpha/beta hydrolase domain-containing protein 11 [0.036] | 40S ribosomal protein S14 [0.036]","alpha/beta-Hydrolases superfamily protein","Abhydrolase_6 (PF12697) [0.964] | Ribosomal_S11 (PF00411) [0.036]","structural constituent of ribosome (GO:0003735) [0.036]","translation (GO:0006412) [0.036]",113.937060643466,-2.20805551030077,0.40444210527028,75.2576529466396,3.19068268330629e-16,1.73661763757501e-15
"Pn3.3716",314,"bZIP transcription factor family protein [1.000]","bZIP transcription factor family protein | TGACG motif-binding factor 6","DOG1 (PF14144) [1.000] | bZIP_1 (PF00170) [0.968] | bZIP_2 (PF07716) [0.016]","sequence-specific DNA binding (GO:0043565) [1.000] | sequence-specific DNA binding transcription factor activity (GO:0003700) [0.984]","transcription, DNA-templated (GO:0006351) [1.000] | regulation of transcription, DNA-templated (GO:0006355) [0.984]",354.922131194093,-3.28698945117624,0.339723763370245,172.456451855115,3.75261334766724e-37,7.712657583899e-36
"Pn3.3744",5343,"Peroxidase superfamily protein [1.000]","Peroxidase superfamily protein","peroxidase (PF00141) [1.000]","peroxidase activity (GO:0004601) [1.000] | heme binding (GO:0020037) [1.000]","oxidation-reduction process (GO:0055114) [1.000] | response to oxidative stress (GO:0006979) [1.000]",579.867666885445,-3.07870748338962,0.287776921112102,191.627638915912,2.7164700547455e-41,6.78589604458633e-40
"Pn3.3749",10567,"ATP-dependent zinc metalloprotease FtsH [1.000]","AAA-type ATPase family protein","AAA (PF00004) [1.000] | Peptidase_M41 (PF01434) [0.316]","ATP binding (GO:0005524) [1.000] | metalloendopeptidase activity (GO:0004222) [0.316]","proteolysis (GO:0006508) [0.316]",79.1456291387825,-3.73886868027116,0.373191525503091,161.822780156894,7.40881887473856e-35,1.32586619401149e-33
"Pn3.3780",2849,"RNA-dependent RNA polymerase family protein [1.000]","RNA-dependent RNA polymerase family protein","RdRP (PF05183) [0.818]","RNA-directed RNA polymerase activity (GO:0003968) [0.818]","NULL / Representative annotation below 0.1%",61.8473563507303,-5.02828107839628,0.571999153591708,153.879189177355,3.83604713332006e-33,6.22372017771617e-32
"Pn3.3781",2849,"RNA-dependent RNA polymerase family protein [1.000]","RNA-dependent RNA polymerase family protein","RdRP (PF05183) [0.818]","RNA-directed RNA polymerase activity (GO:0003968) [0.818]","NULL / Representative annotation below 0.1%",57.3176742602103,-3.23950674830688,0.449792601857391,74.5388216997577,4.54930763604761e-16,2.44473662859272e-15
"Pn3.3809",36,"Potassium transporter family protein [0.661] | potassium transporter 2 [0.134] | potassium transporter 1 [0.089] | NF-X1-type zinc finger protein NFXL1 [0.064] | Potassium transporter 1 [0.011] | Potassium transporter 18 [0.007] | Potassium transporter 10 [0.007] | Potassium transporter 9 [0.005] | Potassium transporter 19 [0.005] | Potassium transporter 5 [0.005] | Potassium transporter 11 [0.005] | Potassium transporter 27 [0.005] | Potassium transporter 20 [0.002] | Potassium transporter 21 [0.002]","Potassium transporter family protein | K+ uptake permease 10 | K+ uptake permease 6 | high affinity K+ transporter 5 | K+ uptake permease 5 | K+ uptake permease 7 | potassium transporter 2 | K+ uptake permease 9 | NF-X-like 1 | K+ uptake permease 11 | K+ uptake transporter 3 | potassium transporter 1","K_trans (PF02705) [0.936] | zf-NF-X1 (PF01422) [0.039] | R3H (PF01424) [0.005] | KNOX2 (PF03791) [0.002] | NUDIX (PF00293) [0.002] | UBN2_2 (PF14227) [0.002] | Pkinase (PF00069) [0.002]","potassium ion transmembrane transporter activity (GO:0015079) [0.936] | sequence-specific DNA binding transcription factor activity (GO:0003700) [0.039] | zinc ion binding (GO:0008270) [0.039] | nucleic acid binding (GO:0003676) [0.005] | ATP binding (GO:0005524) [0.002] | protein kinase activity (GO:0004672) [0.002] | hydrolase activity (GO:0016787) [0.002] | DNA binding (GO:0003677) [0.002]","potassium ion transmembrane transport (GO:0071805) [0.936] | regulation of transcription, DNA-templated (GO:0006355) [0.039] | protein phosphorylation (GO:0006468) [0.002]",990.685261820681,-1.9625156456552,0.136358968720643,375.311734307593,4.92471495555751e-81,5.15262618257052e-79
"Pn3.3824",11807,"Unkown protein / Representative AHRD below 0.1%","Unkown protein(s) / No TAIR description(s)","DUF868 (PF05910) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",35.0197061438639,-7.5397566487668,1.21285265208478,202.158971570866,1.44097426892871e-43,3.98215186480975e-42
"Pn3.3825",669,"Unkown protein / Representative AHRD below 0.1%","Unkown protein(s) / No TAIR description(s)","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",44.8913973231417,-1.58898562205697,0.511221862773754,56.9488513500674,2.63530711154325e-12,1.07112175398257e-11
"Pn3.383",132,"Sugar transport protein 1 [0.379] | Sugar transport protein 13 [0.202] | Sugar transport protein 7 [0.177] | Sugar transport protein 10 [0.163] | Sugar transport protein 4 [0.034] | Sugar transport protein 11 [0.025] | Sugar transport protein 12 [0.010] | Sugar transport protein 9 [0.010]","Major facilitator superfamily protein | sugar transporter 4 | sugar transporter 9 | sugar transporter 1 | sugar transporter protein 12 | sugar transporter 11 | sugar transporter protein 7","Sugar_tr (PF00083) [1.000] | EMP70 (PF02990) [0.005] | DUF1995 (PF09353) [0.005] | DDE_Tnp_4 (PF13359) [0.005]","transmembrane transporter activity (GO:0022857) [1.000]","transmembrane transport (GO:0055085) [1.000]",5.72443713358137,-4.53574532509439,1.3536874146172,26.9472421306251,6.03921131505565e-06,1.36713352653896e-05
"Pn3.3838",10003,"Unkown protein / Representative AHRD below 0.1%","Domain of unknown function (DUF966)","DUF966 (PF06136) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",92.8306440188054,-1.70218425839513,0.246672076721796,179.286279756402,1.257751962472e-38,2.80268750825237e-37
"Pn3.3847",8502,"30S ribosomal protein S1 [0.833] | 30S ribosomal protein S1 homolog A [0.042] | 30S ribosomal protein S1 homolog [0.042] | Protein RRP5 homolog [0.042] | RNA binding;RNA binding [0.042]","RNA binding;RNA binding","S1 (PF00575) [1.000] | Suf (PF05843) [0.875]","RNA binding (GO:0003723) [1.000]","mRNA processing (GO:0006397) [0.875]",916.200025928913,-1.74902592364991,0.202585577479926,120.942039219952,4.83666482977343e-26,5.16010317029895e-25
"Pn3.3898",2106,"Cytokinin dehydrogenase 3 [0.577] | Cytokinin dehydrogenase 6 [0.115] | Cytokinin dehydrogenase 7 [0.096] | Cytokinin dehydrogenase 10 [0.058] | Cytokinin dehydrogenase 1 [0.058] | Cytokinin dehydrogenase 2 [0.038] | Cytokinin dehydrogenase 4 [0.038] | Cytokinin dehydrogenase 5 [0.019]","cytokinin oxidase 2 | cytokinin oxidase 4 | cytokinin oxidase 3","Cytokin-bind (PF09265) [1.000] | FAD_binding_4 (PF01565) [0.981] | HLH (PF00010) [0.019]","flavin adenine dinucleotide binding (GO:0050660) [1.000] | cytokinin dehydrogenase activity (GO:0019139) [1.000] | UDP-N-acetylmuramate dehydrogenase activity (GO:0008762) [0.981] | oxidoreductase activity (GO:0016491) [0.981] | protein dimerization activity (GO:0046983) [0.019]","cytokinin metabolic process (GO:0009690) [1.000] | oxidation-reduction process (GO:0055114) [1.000]",190.899250183652,-2.22909433803131,0.743907359107889,32.9787065486538,3.25415366850216e-07,8.39522756728666e-07
"Pn3.3967",146,"Pentatricopeptide repeat-containing protein [0.778] | BED zinc finger ;hAT family dimerisation domain [0.196] | Pentatricopeptide repeat (PPR) superfamily protein [0.021] | Pentatricopeptide repeat (PPR-like) superfamily protein [0.005]","Pentatricopeptide repeat (PPR) superfamily protein | Tetratricopeptide repeat (TPR)-like superfamily protein | BED zinc finger ;hAT family dimerisation domain","PPR (PF01535) [0.799] | PPR_2 (PF13041) [0.751] | DYW_deaminase (PF14432) [0.656] | PPR_3 (PF13812) [0.302] | Dimer_Tnp_hAT (PF05699) [0.190] | DUF4413 (PF14372) [0.190] | zf-BED (PF02892) [0.185] | PPR_1 (PF12854) [0.159] | DUF1685 (PF07939) [0.005] | RuBisCO_small (PF00101) [0.005] | PLAC8 (PF04749) [0.005] | Na_H_Exchanger (PF00999) [0.005] | DUF2985 (PF11204) [0.005] | zf-RVT (PF13966) [0.005] | RbcS (PF12338) [0.005]","protein dimerization activity (GO:0046983) [0.190] | DNA binding (GO:0003677) [0.185] | solute:hydrogen antiporter activity (GO:0015299) [0.005]","cation transport (GO:0006812) [0.005] | transmembrane transport (GO:0055085) [0.005]",58.4223838141069,-1.94965153491261,0.327886075277542,60.3351196709262,4.98479669714984e-13,2.14075986449762e-12
"Pn3.4001",27,"pleiotropic drug resistance 12 [0.385] | pleiotropic drug resistance 9 [0.120] | pleiotropic drug resistance 6 [0.102] | pleiotropic drug resistance 11 [0.088] | pleiotropic drug resistance 7 [0.080] | pleiotropic drug resistance 3 [0.066] | pleiotropic drug resistance 4 [0.050] | pleiotropic drug resistance 1 [0.046] | Pentatricopeptide repeat-containing protein [0.032] | pleiotropic drug resistance 5 [0.012] | pleiotropic drug resistance 13 [0.010] | pleiotropic drug resistance 10 [0.006] | pleiotropic drug resistance 2 [0.004]","ABC-2 and Plant PDR ABC-type transporter family protein | pleiotropic drug resistance 6 | Tetratricopeptide repeat (TPR)-like superfamily protein | pleiotropic drug resistance 11 | pleiotropic drug resistance 3 | pleiotropic drug resistance 9 | pleiotropic drug resistance 1 | pleiotropic drug resistance 10 | pleiotropic drug resistance 13 | pleiotropic drug resistance 2 | pleiotropic drug resistance 12 | pleiotropic drug resistance 4 | pleiotropic drug resistance 7 | pleiotropic drug resistance 5","ABC_tran (PF00005) [0.954] | ABC2_membrane (PF01061) [0.952] | PDR_assoc (PF08370) [0.894] | ABC_trans_N (PF14510) [0.768] | PPR (PF01535) [0.036] | PPR_2 (PF13041) [0.036] | PPR_3 (PF13812) [0.012] | AAA (PF00004) [0.006] | UBN2 (PF14223) [0.004] | PPR_1 (PF12854) [0.004] | rve (PF00665) [0.004] | gag_pre-integrs (PF13976) [0.002] | DUF1668 (PF07893) [0.002] | DUF4219 (PF13961) [0.002]","ATP binding (GO:0005524) [0.954] | ATPase activity (GO:0016887) [0.954]","DNA integration (GO:0015074) [0.004]",2479.48895284007,-4.89698046843616,0.336647219976124,195.083387902501,4.86900361719189e-42,1.25677838633083e-40
"Pn3.4003",1138,"CHY-type/CTCHY-type/RING-type Zinc finger protein [1.000]","CHY-type/CTCHY-type/RING-type Zinc finger protein","zinc_ribbon_6 (PF14599) [1.000] | zf-CHY (PF05495) [1.000] | zf-RING_2 (PF13639) [1.000]","protein binding (GO:0005515) [1.000] | zinc ion binding (GO:0008270) [1.000]","NULL / Representative annotation below 0.1%",784.489610472208,-3.29625305839368,0.372259155204416,85.8657008681908,1.69169548078708e-18,1.08898811962528e-17
"Pn3.4025",2314,"LisH and RanBPM domains containing protein [0.500] | GTPase Obg [0.460] | Glucose-induced degradation protein 8 homolog [0.020]","LisH and RanBPM domains containing protein","CLTH (PF10607) [0.540] | MMR_HSR1 (PF01926) [0.440] | GTP1_OBG (PF01018) [0.420]","GTP binding (GO:0005525) [0.480]","NULL / Representative annotation below 0.1%",11.5105660308323,-4.39991399886559,1.11079503494911,37.5182944532613,3.57447400969852e-08,1.00957741036058e-07
"Pn3.404",5147,"TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein [0.032]","Protein of unknown function (DUF3414)","DUF3414 (PF11894) [1.000] | Nic96 (PF04097) [0.032] | TRAM_LAG1_CLN8 (PF03798) [0.032]","NULL / Representative annotation below 0.1%","transport (GO:0006810) [0.032]",622.641312966268,-1.51779267339419,0.156377928127324,147.115494410627,1.10399751469726e-31,1.63923591373695e-30
"Pn3.4083",963,"DEAD-box ATP-dependent RNA helicase 37 [0.760] | DEAD-box ATP-dependent RNA helicase 52 [0.213] | DEAD-box ATP-dependent RNA helicase 11 [0.027]","P-loop containing nucleoside triphosphate hydrolases superfamily protein | DEA(D/H)-box RNA helicase family protein","DEAD (PF00270) [1.000] | Helicase_C (PF00271) [0.947] | Sel1 (PF08238) [0.013]","ATP-dependent helicase activity (GO:0008026) [1.000] | ATP binding (GO:0005524) [1.000] | nucleic acid binding (GO:0003676) [1.000] | helicase activity (GO:0004386) [0.947]","NULL / Representative annotation below 0.1%",347.153179063359,-1.1544100683857,0.279073034751544,79.8762681851645,3.2626927303475e-17,1.91529939898661e-16
"Pn3.4097",963,"DEAD-box ATP-dependent RNA helicase 37 [0.760] | DEAD-box ATP-dependent RNA helicase 52 [0.213] | DEAD-box ATP-dependent RNA helicase 11 [0.027]","P-loop containing nucleoside triphosphate hydrolases superfamily protein | DEA(D/H)-box RNA helicase family protein","DEAD (PF00270) [1.000] | Helicase_C (PF00271) [0.947] | Sel1 (PF08238) [0.013]","ATP-dependent helicase activity (GO:0008026) [1.000] | ATP binding (GO:0005524) [1.000] | nucleic acid binding (GO:0003676) [1.000] | helicase activity (GO:0004386) [0.947]","NULL / Representative annotation below 0.1%",344.88767498406,-1.09278638270497,0.227897149777395,126.135373981598,3.67970588509254e-27,4.18795769719994e-26
"Pn3.4129",2395,"Ypt/Rab-GAP domain of gyp1p superfamily protein [1.000]","Ypt/Rab-GAP domain of gyp1p superfamily protein","RabGAP-TBC (PF00566) [1.000]","Rab GTPase activator activity (GO:0005097) [1.000]","regulation of Rab GTPase activity (GO:0032313) [1.000]",102.746092225026,-7.08808240884746,0.866928611461373,299.593506428212,1.21827506409705e-64,7.60196881188992e-63
"Pn3.4214",6282,"RNA-binding protein 28 [0.893] | RNA-binding (RRM/RBD/RNP motifs) family protein [0.107]","RNA-binding (RRM/RBD/RNP motifs) family protein","RRM_1 (PF00076) [1.000] | RRM_6 (PF14259) [0.500]","nucleic acid binding (GO:0003676) [1.000]","NULL / Representative annotation below 0.1%",114.230690584828,-3.41640338765845,0.37041820417068,101.654290476364,6.85117647311781e-22,5.5869934661151e-21
