,Orthogroup.ID,AHRD.Descriptions,TAIR.Gene.s..Descriptions,Pfam.Domains,GO.Molecular.Functions,GO.Biological.Processes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Pn22.424,2738,AMP-dependent synthetase and ligase family protein [1.000],AMP-dependent synthetase and ligase family protein | acyl activating enzyme 12 | benzoyloxyglucosinolate 1,AMP-binding (PF00501) [1.000] | AMP-binding_C (PF13193) [0.978],catalytic activity (GO:0003824) [1.000],metabolic process (GO:0008152) [1.000],135.978988038052,-4.4495106369766,0.498042627371231,146.385911471212,1.58609746712914E-31,2.34192730706072E-30
Pn14.313,2190,LL-diaminopimelate aminotransferase [1.000],AGD2-like defense response protein 1 | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein,Aminotran_1_2 (PF00155) [1.000],pyridoxal phosphate binding (GO:0030170) [1.000],biosynthetic process (GO:0009058) [1.000],1030.85486193082,-1.68079974010159,0.227787652041818,146.355718499593,1.61005977300963E-31,2.37263639658379E-30
Pn9.267,1055,"Acyl-[acyl-carrier-protein] desaturase, chloroplastic [0.500] | Acyl-[acyl-carrier-protein] desaturase 5, chloroplastic [0.167] | Acyl-[acyl-carrier-protein] desaturase 6, chloroplastic [0.167] | Acyl-[acyl-carrier-protein] desaturase 1, chloroplastic [0.069] | Acyl-[acyl-carrier-protein] desaturase 2, chloroplastic [0.069] | Acyl-[acyl-carrier-protein] desaturase 7, chloroplastic [0.028]",Plant stearoyl-acyl-carrier-protein desaturase family protein,FA_desaturase_2 (PF03405) [1.000],acyl-[acyl-carrier-protein] desaturase activity (GO:0045300) [1.000],fatty acid metabolic process (GO:0006631) [1.000] | oxidation-reduction process (GO:0055114) [1.000],82.4498897631645,-1.05250362167261,0.408864808453254,142.780993443261,9.50138310127857E-31,1.33876362582688E-29
Pn11.1453,776,basic helix-loop-helix (bHLH) DNA-binding superfamily protein [1.000],basic helix-loop-helix (bHLH) DNA-binding superfamily protein,HLH (PF00010) [0.988],protein dimerization activity (GO:0046983) [0.988],NULL / Representative annotation below 0.1%,283.459575253193,-4.42205298071522,0.364155164845646,141.328822609416,1.95403574117983E-30,2.71166156680076E-29
Pn15.800,3841,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,176.958990171936,-4.62106633202711,0.420550145822198,137.840272244489,1.10435939532553E-29,1.46607049854517E-28
Pn16.933,824,3-oxoacyl-[acyl-carrier-protein] synthase 2 [0.679] | DNA replication licensing factor MCM3 homolog [0.123] | DNA replication licensing factor MCM3 homolog 3 [0.074] | DNA replication licensing factor MCM3 homolog 2 [0.062] | DNA replication licensing factor MCM3 homolog 1 [0.062],3-ketoacyl-acyl carrier protein synthase I | Minichromosome maintenance (MCM2/3/5) family protein,ketoacyl-synt (PF00109) [0.691] | Ketoacyl-synt_C (PF02801) [0.679] | MCM (PF00493) [0.321] | MCM_N (PF14551) [0.321],ATP binding (GO:0005524) [0.321] | DNA binding (GO:0003677) [0.321],DNA replication (GO:0006260) [0.321],700.326326465863,-5.51057345980819,0.475786514123952,137.659790979678,1.20787216805945E-29,1.59876930982627E-28
Pn1.2300,2423,Carbohydrate-binding-like fold [0.812] | Cyclomaltodextrin glucanotransferase [0.125],Carbohydrate-binding-like fold,CBM_20 (PF00686) [0.938] | Rho_N (PF07498) [0.083],starch binding (GO:2001070) [0.938],"DNA-templated transcription, termination (GO:0006353) [0.083]",3224.37871464835,-2.49908422425548,0.255646573663446,132.124307120829,1.88474740931552E-28,2.31869800232719E-27
Pn11.247,304,"terpene synthase 03 [0.496] | terpene synthase 10 [0.205] | Terpenoid cyclases/Protein prenyltransferases superfamily protein [0.173] | terpene synthase 02 [0.110] | Isoprene synthase, chloroplastic [0.008] | 1,8-cineole synthase 1, chloroplastic [0.008]","terpene synthase-like sequence-1,8-cineole | terpene synthase 02 | terpene synthase 03 | Terpenoid cyclases/Protein prenyltransferases superfamily protein | terpene synthase 10",Terpene_synth_C (PF03936) [0.992] | Terpene_synth (PF01397) [0.953],lyase activity (GO:0016829) [1.000] | terpene synthase activity (GO:0010333) [1.000] | magnesium ion binding (GO:0000287) [0.992],metabolic process (GO:0008152) [0.953],138.576238001094,-5.65634882254497,0.667518832233253,131.284885869096,2.85869433506013E-28,3.47601778741501E-27
Pn1.3610,496,Gibberellin-regulated family protein [0.990] | GAST1 protein homolog 3 [0.010],Gibberellin-regulated family protein | GAST1 protein homolog 2 | GAST1 protein homolog 3 | GAST1 protein homolog 1,GASA (PF02704) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,2683.76255778613,-1.67508948682039,0.480895836414666,125.642776708133,4.69832167001948E-27,5.31232701518413E-26
Pn10.271,6534,Glycogen debranching enzyme [1.000],isoamylase 1,CBM_48 (PF02922) [0.857] | Alpha-amylase (PF00128) [0.857],"hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553) [0.857] | cation binding (GO:0043169) [0.857] | catalytic activity (GO:0003824) [0.857]",carbohydrate metabolic process (GO:0005975) [0.929],56.9975805802295,-5.02678268519529,0.579249075051376,124.307124081236,9.11363339977802E-27,1.01566105190987E-25
Pn22.496,295,cinnamyl alcohol dehydrogenase 9 [0.729] | cinnamyl alcohol dehydrogenase 6 [0.248] | cinnamyl alcohol dehydrogenase homolog 3 [0.016] | cinnamyl alcohol dehydrogenase homolog 2 [0.008],elicitor-activated gene 3-1 | cinnamyl alcohol dehydrogenase homolog 3 | cinnamyl alcohol dehydrogenase homolog 2 | cinnamyl alcohol dehydrogenase 9 | cinnamyl alcohol dehydrogenase 6 | elicitor-activated gene 3-2,ADH_N (PF08240) [1.000] | ADH_zinc_N (PF00107) [0.992] | 2-Hacid_dh_C (PF02826) [0.008],"oxidoreductase activity (GO:0016491) [1.000] | zinc ion binding (GO:0008270) [0.992] | oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616) [0.008] | cofactor binding (GO:0048037) [0.008]",oxidation-reduction process (GO:0055114) [1.000],437.576962214248,-4.29124796205536,0.46259376089007,123.963235349762,1.08087121578302E-26,1.19862943056638E-25
Pn30.11,1055,"Acyl-[acyl-carrier-protein] desaturase, chloroplastic [0.500] | Acyl-[acyl-carrier-protein] desaturase 5, chloroplastic [0.167] | Acyl-[acyl-carrier-protein] desaturase 6, chloroplastic [0.167] | Acyl-[acyl-carrier-protein] desaturase 1, chloroplastic [0.069] | Acyl-[acyl-carrier-protein] desaturase 2, chloroplastic [0.069] | Acyl-[acyl-carrier-protein] desaturase 7, chloroplastic [0.028]",Plant stearoyl-acyl-carrier-protein desaturase family protein,FA_desaturase_2 (PF03405) [1.000],acyl-[acyl-carrier-protein] desaturase activity (GO:0045300) [1.000],fatty acid metabolic process (GO:0006631) [1.000] | oxidation-reduction process (GO:0055114) [1.000],71.8257135397491,-3.11611657116713,0.539015818381092,123.790378326941,1.17763620343347E-26,1.30112605089567E-25
Pn5.431,1977,Unkown protein / Representative AHRD below 0.1%,Protein of unknown function (DUF581),DUF581 (PF04570) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,131.672512638375,-3.27993355209285,0.446358931641303,123.522718948832,1.34483822259207E-26,1.47932204485127E-25
Pn18.1215,3839,"Acyl-CoA dehydrogenase [0.973] | Glutaryl-CoA dehydrogenase, mitochondrial [0.027]",acyl-CoA oxidase 4,Acyl-CoA_dh_1 (PF00441) [1.000] | Acyl-CoA_dh_N (PF02771) [1.000] | Acyl-CoA_dh_M (PF02770) [1.000],"oxidoreductase activity, acting on the CH-CH group of donors (GO:0016627) [1.000] | flavin adenine dinucleotide binding (GO:0050660) [1.000] | acyl-CoA dehydrogenase activity (GO:0003995) [1.000]",metabolic process (GO:0008152) [1.000] | oxidation-reduction process (GO:0055114) [1.000],2028.09577405266,-4.06143057812088,0.390744717728075,121.798882604304,3.16222789775245E-26,3.40355581626514E-25
Pn5.1594,10768,NOD26-like intrinsic protein 7;1 [0.944] | NOD26-like intrinsic protein 4;2 [0.056],NOD26-like intrinsic protein 7;1,MIP (PF00230) [1.000],transporter activity (GO:0005215) [1.000],transport (GO:0006810) [1.000],72.112788525369,-6.01988210882544,0.732653213133567,113.961432184978,1.540530815481E-24,1.50376397024279E-23
Pn11.1242,6422,Heavy metal transport/detoxification superfamily protein [1.000],Heavy metal transport/detoxification superfamily protein ,HMA (PF00403) [1.000],metal ion binding (GO:0046872) [1.000],metal ion transport (GO:0030001) [1.000],984.908234475008,-3.69939199101393,0.407696649906778,113.539249172581,1.89912755972801E-24,1.84022720034812E-23
Pn5.2814,10360,Peroxidase superfamily protein [1.000],Peroxidase superfamily protein,peroxidase (PF00141) [1.000],peroxidase activity (GO:0004601) [1.000] | heme binding (GO:0020037) [1.000],oxidation-reduction process (GO:0055114) [1.000] | response to oxidative stress (GO:0006979) [1.000],263.302125939768,-4.43370475660013,0.432539130488139,112.460378672579,3.24183126789576E-24,3.08873334906037E-23
Pn33.337,6781,alpha/beta-Hydrolases superfamily protein [1.000],alpha/beta-Hydrolases superfamily protein,Lipase_3 (PF01764) [0.963],triglyceride lipase activity (GO:0004806) [0.963],lipid metabolic process (GO:0006629) [0.963],38.234970197976,-8.74464884304637,1.27715531051977,112.417535082508,3.311406268569E-24,3.15101878221065E-23
Pn6.601,4197,"Aspartate aminotransferase, mitochondrial [0.857] | aspartate aminotransferase 1 [0.114] | aspartate aminotransferase 2 [0.029]",aspartate aminotransferase 1,Aminotran_1_2 (PF00155) [1.000],pyridoxal phosphate binding (GO:0030170) [1.000],biosynthetic process (GO:0009058) [1.000],176.82963470848,-4.31043181932109,0.447214072580336,111.437217602656,5.38290742398951E-24,5.06117042853267E-23
Pn4.2743,90,laccase 17 [0.442] | laccase 10 [0.239] | laccase 11 [0.175] | laccase 2 [0.072] | laccase 1 [0.052] | laccase 12 [0.012] | laccase 16 [0.008],laccase 17 | laccase 16 | laccase 11 | laccase 2 | laccase 1 | laccase 10 | Laccase/Diphenol oxidase family protein,Cu-oxidase (PF00394) [0.996] | Cu-oxidase_2 (PF07731) [0.992] | Cu-oxidase_3 (PF07732) [0.988] | ATS3 (PF06232) [0.004] | Glyco_hydro_18 (PF00704) [0.004],"copper ion binding (GO:0005507) [1.000] | oxidoreductase activity (GO:0016491) [1.000] | hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553) [0.004]",oxidation-reduction process (GO:0055114) [1.000] | carbohydrate metabolic process (GO:0005975) [0.004],342.323090125956,-3.96210424947003,0.354012881183183,110.246305552296,9.71243378068709E-24,8.99284617808422E-23
Pn3.3296,5118,Pectin lyase-like superfamily protein [1.000],Pectin lyase-like superfamily protein,Glyco_hydro_28 (PF00295) [1.000] | Complex1_LYR (PF05347) [0.032],polygalacturonase activity (GO:0004650) [1.000],carbohydrate metabolic process (GO:0005975) [1.000],1217.86289682827,-4.10013270271028,0.383807383647377,109.959752880536,1.11943026545101E-23,1.03224364916255E-22
Pn26.260,6706,NAD(P)-binding Rossmann-fold superfamily protein [1.000],NAD(P)-binding Rossmann-fold superfamily protein,Epimerase (PF01370) [1.000],coenzyme binding (GO:0050662) [1.000] | catalytic activity (GO:0003824) [1.000],cellular metabolic process (GO:0044237) [1.000],2254.57339425798,-1.88469315586552,0.233059462412522,109.87306806677,1.16856317208551E-23,1.07600608088676E-22
Pn23.303,1029,Fatty acyl-CoA reductase 3 [0.507] | Fatty acyl-CoA reductase 1 [0.452] | Fatty acyl-CoA reductase 8 [0.041],fatty acid reductase 8 | fatty acid reductase 5 | Jojoba acyl CoA reductase-related male sterility protein | fatty acid reductase 1 | fatty acid reductase 4,NAD_binding_4 (PF07993) [1.000] | Sterile (PF03015) [0.918],fatty-acyl-CoA reductase (alcohol-forming) activity (GO:0080019) [0.918],NULL / Representative annotation below 0.1%,27.3753501428278,-7.32089109050217,1.27070157411208,107.94631768024,3.03576184119147E-23,2.71528678400008E-22
Pn15.720,907,"ABC-2 type transporter family protein [0.410] | 2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial [0.359] | 2-oxoisovalerate dehydrogenase subunit alpha 1, mitochondrial [0.231]",Thiamin diphosphate-binding fold (THDP-binding) superfamily protein | ABC-2 type transporter family protein,E1_dh (PF00676) [0.590] | ABC_tran (PF00005) [0.397] | ABC2_membrane (PF01061) [0.346],"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor (GO:0016624) [0.590] | ATP binding (GO:0005524) [0.397] | ATPase activity (GO:0016887) [0.397]",metabolic process (GO:0008152) [0.590],33.4258025738769,-7.34963468029887,1.23607101191868,105.760447991539,8.9652396316435E-23,7.76860807064024E-22
Pn7.1285,125,respiratory burst oxidase protein F [0.586] | respiratory burst oxidase homologue D [0.262] | respiratory burst oxidase homolog B [0.129] | respiratory burst oxidase homolog A [0.024],Riboflavin synthase-like superfamily protein | ferric reductase-like transmembrane component family protein | respiratory burst oxidase homologue D | respiratory burst oxidase protein F | NADPH/respiratory burst oxidase protein D | respiratory burst oxidase homolog A | respiratory burst oxidase homolog B,Ferric_reduct (PF01794) [0.990] | FAD_binding_8 (PF08022) [0.990] | NAD_binding_6 (PF08030) [0.957] | NADPH_Ox (PF08414) [0.924] | EF-hand_6 (PF13405) [0.286] | EF-hand_7 (PF13499) [0.019] | EF-hand_5 (PF13202) [0.010] | AAA_2 (PF07724) [0.005] | AAA (PF00004) [0.005] | ClpB_D2-small (PF10431) [0.005] | Clp_N (PF02861) [0.005],"oxidoreductase activity (GO:0016491) [0.990] | peroxidase activity (GO:0004601) [0.924] | oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664) [0.924] | calcium ion binding (GO:0005509) [0.314] | ATP binding (GO:0005524) [0.005]",oxidation-reduction process (GO:0055114) [1.000] | protein metabolic process (GO:0019538) [0.005],695.468853778379,-3.98107725061241,0.370599697014909,101.962913105776,5.88022977553461E-22,4.81177769373049E-21
Pn12.1813,1953,HXXXD-type acyl-transferase family protein [1.000],HXXXD-type acyl-transferase family protein | acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase,Transferase (PF02458) [1.000],"transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747) [1.000]",NULL / Representative annotation below 0.1%,3021.56951041075,-4.7690530348117,0.507564570358906,100.088510189191,1.48752477334181E-21,1.18533013731222E-20
Pn1.517,2387,xyloglucan endotransglucosylase/hydrolase 32 [1.000],xyloglucan endotransglucosylase/hydrolase 32 | xyloglucan endo-transglycosylase-related 8,Glyco_hydro_16 (PF00722) [1.000] | XET_C (PF06955) [1.000],"xyloglucan:xyloglucosyl transferase activity (GO:0016762) [1.000] | hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553) [1.000]",carbohydrate metabolic process (GO:0005975) [1.000] | cellular glucan metabolic process (GO:0006073) [1.000],35.8227536470807,-4.26769640560122,0.593505298327285,98.8571333199967,2.73664633658744E-21,2.13901526551544E-20
Pn44.44,1584,Protein kinase superfamily protein [1.000],Protein kinase superfamily protein | root-specific kinase 1,Pkinase_Tyr (PF07714) [0.967] | Pkinase (PF00069) [0.033],protein kinase activity (GO:0004672) [1.000] | ATP binding (GO:0005524) [0.033],protein phosphorylation (GO:0006468) [1.000],57.2895981047082,-1.93561822848046,0.354283503564916,98.8554725868372,2.73889714578184E-21,2.14040268523059E-20
Pn4.499,5129,"Cytochrome P450 superfamily protein [0.935] | cytochrome P450, family 86, subfamily B, polypeptide 1 [0.065]","cytochrome P450, family 86, subfamily B, polypeptide 1 | Cytochrome P450 superfamily protein",p450 (PF00067) [1.000],"iron ion binding (GO:0005506) [1.000] | heme binding (GO:0020037) [1.000] | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705) [1.000]",oxidation-reduction process (GO:0055114) [1.000],45.1622816271932,-2.86861628654617,0.465556369579634,96.8652763508233,7.33521181236542E-21,5.55387377041939E-20
Pn4.648,5129,"Cytochrome P450 superfamily protein [0.935] | cytochrome P450, family 86, subfamily B, polypeptide 1 [0.065]","cytochrome P450, family 86, subfamily B, polypeptide 1 | Cytochrome P450 superfamily protein",p450 (PF00067) [1.000],"iron ion binding (GO:0005506) [1.000] | heme binding (GO:0020037) [1.000] | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705) [1.000]",oxidation-reduction process (GO:0055114) [1.000],45.1622816271932,-2.86861628654617,0.465556369579634,96.8652763508233,7.33521181236542E-21,5.55387377041939E-20
Pn8.2794,3165,"Glucose-6-phosphate/phosphate translocator-related [0.537] | Triose phosphate/phosphate translocator, chloroplastic [0.463]",Glucose-6-phosphate/phosphate translocator-related,TPT (PF03151) [0.951] | EamA (PF00892) [0.439],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,158.044563851213,-2.01667418692905,0.319809049114011,96.8160706387728,7.51604583854943E-21,5.68696438406221E-20
Pn15.1074,2517,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI [1.000],NAD(P)-binding Rossmann-fold superfamily protein,adh_short_C2 (PF13561) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,436.441848536124,-5.77339711910101,0.586428310685093,94.4172280472467,2.4635076344136E-20,1.80598351755366E-19
Pn12.1515,405,Wound-responsive family protein [1.000],Wound-responsive family protein,DUF3774 (PF12609) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,92.627799315628,-3.26051027372175,0.445468003858106,93.7417111087126,3.44122843168668E-20,2.4946965378921E-19
Pn44.3,2514,Unkown protein / Representative AHRD below 0.1%,CBS domain-containing protein with a domain of unknown function (DUF21),DUF21 (PF01595) [1.000] | CBS (PF00571) [0.106],adenyl nucleotide binding (GO:0030554) [0.106],NULL / Representative annotation below 0.1%,31.6160210033146,-2.28837924905027,0.408643669505592,93.0842640528001,4.76408750392577E-20,3.41898702826002E-19
Pn3.4320,8926,Defensin-like protein 19 [0.435] | Defensin-like protein 3 [0.261] | Defensin-like protein 16 [0.087] | Defensin-like protein 17 [0.043] | Defensin-like protein 14 [0.043] | Defensin-like protein 2 [0.043],plant defensin 1.2 | Arabidopsis defensin-like protein | plant defensin 1.2b | plant defensin 1.3 | plant defensin 1.2C,Gamma-thionin (PF00304) [1.000],NULL / Representative annotation below 0.1%,defense response (GO:0006952) [1.000],495.36602259211,-4.11364825155118,0.703617633768672,91.9027026922529,8.54745159942619E-20,6.03310083869132E-19
Pn21.860,14186,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,65.6713630653526,-6.46347012777799,1.00058609333427,90.7786986768666,1.49037491025816E-19,1.03667234404011E-18
Pn1.1953,321,Homeodomain-like superfamily protein [1.000],Homeodomain-like superfamily protein | myb-related protein 1,Myb_CC_LHEQLE (PF14379) [1.000] | Myb_DNA-binding (PF00249) [0.968],chromatin binding (GO:0003682) [0.968],NULL / Representative annotation below 0.1%,257.546639192522,-3.57502651323919,0.367326607451334,90.5167682020877,1.6965199083338E-19,1.17551872286983E-18
Pn5.1653,3528,BURP domain-containing protein [1.000],BURP domain-containing protein,BURP (PF03181) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,18.6204674034174,-7.77834189687175,1.31685927314598,90.2918637846324,1.89612819196256E-19,1.30858731947224E-18
Pn28.510,1244,HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain [0.343] | High mobility group B protein 15 [0.239] | AT-rich interactive domain-containing protein 2 [0.209] | High mobility group B protein 9 [0.119] | High mobility group B protein 10 [0.090],HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain,HMG_box (PF00505) [1.000] | ARID (PF01388) [0.910],DNA binding (GO:0003677) [0.910],NULL / Representative annotation below 0.1%,22.9121613058885,-4.07728565865735,0.627474784654781,90.0539244702273,2.13292153436913E-19,1.46504030276744E-18
Pn7.1284,125,respiratory burst oxidase protein F [0.586] | respiratory burst oxidase homologue D [0.262] | respiratory burst oxidase homolog B [0.129] | respiratory burst oxidase homolog A [0.024],Riboflavin synthase-like superfamily protein | ferric reductase-like transmembrane component family protein | respiratory burst oxidase homologue D | respiratory burst oxidase protein F | NADPH/respiratory burst oxidase protein D | respiratory burst oxidase homolog A | respiratory burst oxidase homolog B,Ferric_reduct (PF01794) [0.990] | FAD_binding_8 (PF08022) [0.990] | NAD_binding_6 (PF08030) [0.957] | NADPH_Ox (PF08414) [0.924] | EF-hand_6 (PF13405) [0.286] | EF-hand_7 (PF13499) [0.019] | EF-hand_5 (PF13202) [0.010] | AAA_2 (PF07724) [0.005] | AAA (PF00004) [0.005] | ClpB_D2-small (PF10431) [0.005] | Clp_N (PF02861) [0.005],"oxidoreductase activity (GO:0016491) [0.990] | peroxidase activity (GO:0004601) [0.924] | oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664) [0.924] | calcium ion binding (GO:0005509) [0.314] | ATP binding (GO:0005524) [0.005]",oxidation-reduction process (GO:0055114) [1.000] | protein metabolic process (GO:0019538) [0.005],120.175113710305,-4.20742745368005,0.452814344647147,89.5819410419457,2.69369418823689E-19,1.83926698328696E-18
Pn11.42,366,lipid phosphate phosphatase 3 [0.650] | lipid phosphate phosphatase 2 [0.350],Phosphatidic acid phosphatase (PAP2) family protein | lipid phosphate phosphatase 3 | lipid phosphate phosphatase 2 | phosphatidic acid phosphatase 1,PAP2 (PF01569) [0.991] | PB1 (PF00564) [0.009],catalytic activity (GO:0003824) [0.991] | protein binding (GO:0005515) [0.009],NULL / Representative annotation below 0.1%,32.5269469126898,-4.89416496350811,0.705918677540347,88.6813671128203,4.20493260640423E-19,2.82484572139953E-18
Pn5.3310,7162,"ATP-dependent RNA helicase DOB1 [0.852] | DEAD-box ATP-dependent RNA helicase ISE2, chloroplastic [0.111] | Malectin/receptor-like protein kinase family protein [0.037]","DEAD/DEAH box helicase, putative",Helicase_C (PF00271) [0.963] | DSHCT (PF08148) [0.926] | DEAD (PF00270) [0.815] | LRR_1 (PF00560) [0.037] | Pkinase (PF00069) [0.037],"ATP binding (GO:0005524) [1.000] | nucleic acid binding (GO:0003676) [0.963] | helicase activity (GO:0004386) [0.963] | hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818) [0.926] | ATP-dependent helicase activity (GO:0008026) [0.815] | protein binding (GO:0005515) [0.037] | protein kinase activity (GO:0004672) [0.037]",protein phosphorylation (GO:0006468) [0.037],98.0641762546584,-3.63616429905638,0.404485797442815,88.5573002929278,4.47097705419438E-19,2.99686021555729E-18
Pn3.257,9738,Pectin lyase-like superfamily protein [1.000],pectinesterase 11,Pectinesterase (PF01095) [1.000],pectinesterase activity (GO:0030599) [1.000],cell wall modification (GO:0042545) [1.000],22.2607936572955,-1.67422489352712,0.527283058102663,87.7206338223252,6.76186053108727E-19,4.47376625431789E-18
Pn10.1663,665,Thioredoxin superfamily protein [0.378] | thioredoxin H-type 1 [0.344] | thioredoxin H-type 9 [0.133] | thioredoxin H-type 5 [0.089] | Thioredoxin H9 [0.022] | thioredoxin 3 [0.022] | thioredoxin 2 [0.011],thioredoxin H-type 5 | thioredoxin H-type 1 | thioredoxin H-type 9 | Thioredoxin superfamily protein,Thioredoxin (PF00085) [1.000] | DUF2763 (PF10961) [0.011],NULL / Representative annotation below 0.1%,cell redox homeostasis (GO:0045454) [1.000],25.0959587203178,-2.30375395111265,0.48287249022522,87.1804026700179,8.83210337030737E-19,5.79236633571616E-18
Pn12.1282,737,Zinc finger protein CONSTANS-LIKE 1 [0.506] | B-box zinc finger family protein [0.224] | Zinc finger protein CONSTANS-LIKE 3 [0.094] | Zinc finger protein CONSTANS-LIKE 4 [0.059] | Zinc finger protein CONSTANS-LIKE 2 [0.059] | Zinc finger protein CONSTANS [0.047],B-box zinc finger family protein | light-regulated zinc finger protein 1 | salt tolerance homologue,zf-B_box (PF00643) [0.941],zinc ion binding (GO:0008270) [0.941],NULL / Representative annotation below 0.1%,28.6526345357355,-3.76659560616045,0.534923781070096,86.6508077976498,1.14754711608223E-18,7.46179285338045E-18
Pn23.339,1029,Fatty acyl-CoA reductase 3 [0.507] | Fatty acyl-CoA reductase 1 [0.452] | Fatty acyl-CoA reductase 8 [0.041],fatty acid reductase 8 | fatty acid reductase 5 | Jojoba acyl CoA reductase-related male sterility protein | fatty acid reductase 1 | fatty acid reductase 4,NAD_binding_4 (PF07993) [1.000] | Sterile (PF03015) [0.918],fatty-acyl-CoA reductase (alcohol-forming) activity (GO:0080019) [0.918],NULL / Representative annotation below 0.1%,10.9129811416509,-7.07088982953726,1.26804875893998,86.5064867634681,1.23241096932947E-18,7.99627480676851E-18
Pn2.555,7364,RmlC-like cupins superfamily protein [0.923] | Vicilin-like antimicrobial peptides 2-2 [0.077],RmlC-like cupins superfamily protein,Cupin_1 (PF00190) [1.000],nutrient reservoir activity (GO:0045735) [1.000],NULL / Representative annotation below 0.1%,331.912320668113,-3.29786022212241,0.421234237581742,86.3806518534938,1.31150886776873E-18,8.49478605829472E-18
Pn3.3541,294,Glutathione S-transferase family protein [0.674] | glutathione S-transferase 7 [0.116] | glutathione S-transferase 6 [0.078] | glutathione S-transferase F3 [0.054] | glutathione S-transferase F4 [0.031] | Glutathione S-transferase 1 [0.031] | Glutathione S-transferase F9 [0.016],glutathione S-transferase phi 8 | glutathione S-transferase 6 | glutathione S-transferase PHI 9 | Glutathione S-transferase family protein | glutathione S-transferase F4 | glutathione S-transferase 7,GST_C (PF00043) [1.000] | GST_N (PF02798) [0.837] | GST_N_3 (PF13417) [0.124] | GST_N_2 (PF13409) [0.008],protein binding (GO:0005515) [0.961],NULL / Representative annotation below 0.1%,2613.36767683243,-4.75927334979267,0.472193336336402,85.9097950116258,1.65522196090438E-18,1.06611934174786E-17
Pn3.3558,294,Glutathione S-transferase family protein [0.674] | glutathione S-transferase 7 [0.116] | glutathione S-transferase 6 [0.078] | glutathione S-transferase F3 [0.054] | glutathione S-transferase F4 [0.031] | Glutathione S-transferase 1 [0.031] | Glutathione S-transferase F9 [0.016],glutathione S-transferase phi 8 | glutathione S-transferase 6 | glutathione S-transferase PHI 9 | Glutathione S-transferase family protein | glutathione S-transferase F4 | glutathione S-transferase 7,GST_C (PF00043) [1.000] | GST_N (PF02798) [0.837] | GST_N_3 (PF13417) [0.124] | GST_N_2 (PF13409) [0.008],protein binding (GO:0005515) [0.961],NULL / Representative annotation below 0.1%,2613.36767683243,-4.75927334979267,0.472193336336402,85.9097950116258,1.65522196090438E-18,1.06611934174786E-17
Pn2.1324,257,Unkown protein / Representative AHRD below 0.1%,"Protein of unknown function, DUF584",Senescence_reg (PF04520) [0.993],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,507.191402121313,-2.36497596158607,0.354301254773164,83.7652507586504,4.77720388729254E-18,2.97393666651849E-17
Pn28.256,2148,Dormancy/auxin associated family protein [0.961] | dormancy-associated protein-like 1 [0.039],Dormancy/auxin associated family protein,Auxin_repressed (PF05564) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,34.6279344140273,-4.0844661870084,0.560903691642417,83.176813553257,6.38933869255274E-18,3.93721884369193E-17
Pn2.1098,6556,allantoate amidohydrolase [1.000],allantoate amidohydrolase,Peptidase_M20 (PF01546) [1.000] | M20_dimer (PF07687) [0.821] | Mlf1IP (PF10248) [0.036],hydrolase activity (GO:0016787) [1.000],metabolic process (GO:0008152) [1.000],368.656505185727,-2.92087088244013,0.323714920868576,81.8153582094833,1.25196544329904E-17,7.57170658610347E-17
