Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A8H7DNT5	unreviewed	A0A8H7DNT5_PLEOS	Acyl-CoA desaturase (EC 1.14.19.1)	PC9H_001998	Pleurotus ostreatus (Oyster mushroom) (White-rot fungus)	444
A0A8H7DVF5	unreviewed	A0A8H7DVF5_PLEOS	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	PC9H_003580	Pleurotus ostreatus (Oyster mushroom) (White-rot fungus)	536
A0A8H7E5W3	unreviewed	A0A8H7E5W3_9EURO	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1 GJ744_007643	Endocarpon pusillum	480
A0A8H7E8T9	unreviewed	A0A8H7E8T9_9EURO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	GJ744_001408	Endocarpon pusillum	380
A0A8H7EHX3	unreviewed	A0A8H7EHX3_9PLEO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	GT037_003078	Alternaria burnsii	569
A0A8H7EKB1	unreviewed	A0A8H7EKB1_9PLEO	Acyl-CoA desaturase (EC 1.14.19.1)	GT037_000990	Alternaria burnsii	480
A0A8H7EU37	unreviewed	A0A8H7EU37_9FUNG	Acyl-CoA desaturase (EC 1.14.19.1)	EC973_006363	Apophysomyces ossiformis	429
A0A8H7EWR2	unreviewed	A0A8H7EWR2_AGABI	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	Agabi119p4_9371	Agaricus bisporus var. burnettii	364
A0A8H7FNY2	unreviewed	A0A8H7FNY2_9AGAM	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	HWV62_23759	Athelia sp. TMB	523
A0A8H7FQW8	unreviewed	A0A8H7FQW8_9AGAM	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	HWV62_23757	Athelia sp. TMB	527
A0A8H7FSP3	unreviewed	A0A8H7FSP3_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	HWV62_17052 HWV62_42279	Athelia sp. TMB	472
A0A8H7FUX9	unreviewed	A0A8H7FUX9_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	HWV62_14148	Athelia sp. TMB	476
A0A8H7FYH9	unreviewed	A0A8H7FYH9_9AGAM	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	HWV62_9371	Athelia sp. TMB	371
A0A8H7G714	unreviewed	A0A8H7G714_9AGAM	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	HWV62_39041	Athelia sp. TMB	371
A0A8H7G931	unreviewed	A0A8H7G931_9AGAM	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	HWV62_36416	Athelia sp. TMB	433
A0A8H7GA84	unreviewed	A0A8H7GA84_9AGAM	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	HWV62_29378	Athelia sp. TMB	426
A0A8H7GLZ0	unreviewed	A0A8H7GLZ0_9ASCO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	HF325_006528	Metschnikowia persimmonesis	371
A0A8H7GQP9	unreviewed	A0A8H7GQP9_9ASCO	Acyl-CoA desaturase (EC 1.14.19.1)	HF325_005842	Metschnikowia persimmonesis	484
A0A8H7GU47	unreviewed	A0A8H7GU47_9ASCO	Acyl-CoA desaturase (EC 1.14.19.1)	HF325_003612	Metschnikowia persimmonesis	522
A0A8H7HFE6	unreviewed	A0A8H7HFE6_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	RHS04_02239	Rhizoctonia solani	514
A0A8H7HNQ0	unreviewed	A0A8H7HNQ0_9AGAM	sphingolipid 4-desaturase (EC 1.14.19.17)	RHS03_06768	Rhizoctonia solani	436
A0A8H7I0C7	unreviewed	A0A8H7I0C7_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	RHS03_01902	Rhizoctonia solani	514
A0A8H7IBD1	unreviewed	A0A8H7IBD1_9AGAM	sphingolipid 4-desaturase (EC 1.14.19.17)	RHS01_05132	Rhizoctonia solani	415
A0A8H7IED4	unreviewed	A0A8H7IED4_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	RHS01_06757	Rhizoctonia solani	458
A0A8H7IR66	unreviewed	A0A8H7IR66_9PEZI	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	BFW01_g335	Lasiodiplodia theobromae	567
A0A8H7IYT7	unreviewed	A0A8H7IYT7_9PLEO	Acyl-CoA desaturase (EC 1.14.19.1)	EKO04_007813	Ascochyta lentis	480
A0A8H7IYZ4	unreviewed	A0A8H7IYZ4_9PLEO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	EKO04_008268	Ascochyta lentis	386
A0A8H7JD22	unreviewed	A0A8H7JD22_9PLEO	Acyl-CoA desaturase (EC 1.14.19.1)	EKO04_000472	Ascochyta lentis	467
A0A8H7K1L7	unreviewed	A0A8H7K1L7_BIOOC	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	IM811_009343	Bionectria ochroleuca (Gliocladium roseum)	567
A0A8H7KP40	unreviewed	A0A8H7KP40_9AGAM	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	HWV62_39421	Athelia sp. TMB	523
A0A8H7KRV5	unreviewed	A0A8H7KRV5_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	HWV62_27345	Athelia sp. TMB	476
A0A8H7LB30	unreviewed	A0A8H7LB30_9ASCO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	HF325_003939	Metschnikowia persimmonesis	566
A0A8H7LHZ5	unreviewed	A0A8H7LHZ5_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	RhiXN_08282 RHS04_07018	Rhizoctonia solani	509
A0A8H7LKS7	unreviewed	A0A8H7LKS7_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	RHS04_01346	Rhizoctonia solani	458
A0A8H7LKV8	unreviewed	A0A8H7LKV8_9AGAM	sphingolipid 4-desaturase (EC 1.14.19.17)	RHS04_06832	Rhizoctonia solani	415
A0A8H7M4V0	unreviewed	A0A8H7M4V0_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	RHS01_05325	Rhizoctonia solani	503
A0A8H7MC71	unreviewed	A0A8H7MC71_9PEZI	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	BFW01_g1395	Lasiodiplodia theobromae	568
A0A8H7MHQ6	unreviewed	A0A8H7MHQ6_9PLEO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	EKO04_005498	Ascochyta lentis	567
A0A8H7MKR5	unreviewed	A0A8H7MKR5_9PLEO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	EKO04_003495	Ascochyta lentis	561
A0A8H7MR15	unreviewed	A0A8H7MR15_DIDRA	Acyl-CoA desaturase (EC 1.14.19.1)	EKO05_0009836 EKO05_008716	Didymella rabiei (Chickpea ascochyta blight fungus) (Mycosphaerella rabiei)	448
A0A8H7N503	unreviewed	A0A8H7N503_BIOOC	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	IM811_015660	Bionectria ochroleuca (Gliocladium roseum)	574
A0A8H7NJL1	unreviewed	A0A8H7NJL1_BIOOC	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	IM811_007806	Bionectria ochroleuca (Gliocladium roseum)	572
A0A8H7P0G9	unreviewed	A0A8H7P0G9_9APHY	Acyl-CoA desaturase (EC 1.14.19.1)	IEO21_06231	Postia placenta	475
A0A8H7P6J2	unreviewed	A0A8H7P6J2_9APHY	sphingolipid 4-desaturase (EC 1.14.19.17)	IEO21_02990	Postia placenta	377
A0A8H7PC87	unreviewed	A0A8H7PC87_9APHY	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	IEO21_00102	Postia placenta	517
A0A8H7PF04	unreviewed	A0A8H7PF04_MORIS	Acyl-CoA desaturase (EC 1.14.19.1)	INT43_000025	Mortierella isabellina (Filamentous fungus) (Umbelopsis isabellina)	445
A0A8H7PKM0	unreviewed	A0A8H7PKM0_9FUNG	Acyl-CoA desaturase (EC 1.14.19.1)	INT44_000352	Umbelopsis vinacea	432
A0A8H7QSI4	unreviewed	A0A8H7QSI4_9FUNG	Acyl-CoA desaturase (EC 1.14.19.1)	INT46_002987	Mucor plumbeus	460
A0A8H7R589	unreviewed	A0A8H7R589_9FUNG	Acyl-CoA desaturase (EC 1.14.19.1)	INT46_005952	Mucor plumbeus	452
A0A8H7SW52	unreviewed	A0A8H7SW52_9FUNG	Acyl-CoA desaturase (EC 1.14.19.1)	INT48_003775	Thamnidium elegans	461
A0A8H7T1D4	unreviewed	A0A8H7T1D4_9HELO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	IFR04_013491	Cadophora malorum	561
A0A8H7TJE9	unreviewed	A0A8H7TJE9_9HELO	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1_2 IFR04_006562	Cadophora malorum	464
A0A8H7U0Q2	unreviewed	A0A8H7U0Q2_9APHY	Acyl-CoA desaturase (EC 1.14.19.1)	IEO21_06324	Postia placenta	427
A0A8H7UUZ8	unreviewed	A0A8H7UUZ8_9FUNG	Acyl-CoA desaturase (EC 1.14.19.1)	INT47_012114	Mucor saturninus	461
A0A8H7UXV5	unreviewed	A0A8H7UXV5_9FUNG	Acyl-CoA desaturase (EC 1.14.19.1)	INT47_005787	Mucor saturninus	454
A0A8H7VSG4	unreviewed	A0A8H7VSG4_9FUNG	Acyl-CoA desaturase (EC 1.14.19.1)	INT48_003648	Thamnidium elegans	442
A0A8H7W0T4	unreviewed	A0A8H7W0T4_9FUNG	Acyl-CoA desaturase (EC 1.14.19.1)	INT48_000989	Thamnidium elegans	439
A0A8H7W539	unreviewed	A0A8H7W539_9HELO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	IFR04_011231	Cadophora malorum	385
A0A8H7W892	unreviewed	A0A8H7W892_9HELO	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1_1 IFR04_005671	Cadophora malorum	428
A0A8H7X0L8	unreviewed	A0A8H7X0L8_9HELO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	IFR05_009872	Cadophora sp. M221	375
A0A8H7X6A8	unreviewed	A0A8H7X6A8_9HELO	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1_2 IFR05_006759	Cadophora sp. M221	428
A0A8H7XE16	unreviewed	A0A8H7XE16_9HELO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	IFR05_002824	Cadophora sp. M221	555
A0A8H7XIP0	unreviewed	A0A8H7XIP0_9HELO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	IFR05_001379	Cadophora sp. M221	561
A0A8H7XN31	unreviewed	A0A8H7XN31_PSICU	sphingolipid 4-desaturase (EC 1.14.19.17)	JR316_011458	Psilocybe cubensis (Psychedelic mushroom) (Stropharia cubensis)	416
A0A8H7Y9T2	unreviewed	A0A8H7Y9T2_PSICU	Acyl-CoA desaturase (EC 1.14.19.1)	JR316_000372	Psilocybe cubensis (Psychedelic mushroom) (Stropharia cubensis)	399
A0A8H7YBZ8	unreviewed	A0A8H7YBZ8_9EURO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	I7I48_02996	Histoplasma ohiense (nom. inval.)	567
A0A8H7YJ15	unreviewed	A0A8H7YJ15_AJECA	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	I7I52_07428	Ajellomyces capsulatus (Darling's disease fungus) (Histoplasma capsulatum)	567
A0A8H7YXS9	unreviewed	A0A8H7YXS9_9EURO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	I7I48_06693	Histoplasma ohiense (nom. inval.)	415
A0A8H7ZEY2	unreviewed	A0A8H7ZEY2_9ASCO	Acyl-CoA desaturase (EC 1.14.19.1)	I9W82_005252	Candida metapsilosis	487
A0A8H7ZJJ2	unreviewed	A0A8H7ZJJ2_9ASCO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	I9W82_000466	Candida metapsilosis	575
A0A8H8A8A9	unreviewed	A0A8H8A8A9_9ASCO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	PMAC_000082	Pneumocystis sp. 'macacae'	337
A0A8H8BUY4	unreviewed	A0A8H8BUY4_9HELO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	IFR04_002012	Cadophora malorum	557
A0A8H8CDD9	unreviewed	A0A8H8CDD9_9HELO	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1_1 IFR05_000743	Cadophora sp. M221	464
A0A8H8CFU0	unreviewed	A0A8H8CFU0_PSICU	Acyl-CoA desaturase (EC 1.14.19.1)	JR316_010298	Psilocybe cubensis (Psychedelic mushroom) (Stropharia cubensis)	462
A0A8H8CQX9	unreviewed	A0A8H8CQX9_PSICU	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	JR316_001084	Psilocybe cubensis (Psychedelic mushroom) (Stropharia cubensis)	556
A0A8H8D326	unreviewed	A0A8H8D326_9EURO	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1 I7I48_07376	Histoplasma ohiense (nom. inval.)	476
A0A8H8D7R6	unreviewed	A0A8H8D7R6_AJECA	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	I7I52_02062	Ajellomyces capsulatus (Darling's disease fungus) (Histoplasma capsulatum)	414
A0A8H8DBF0	unreviewed	A0A8H8DBF0_9ASCO	Acyl-CoA desaturase (EC 1.14.19.1)	I9W82_002934	Candida metapsilosis	540
A0A8H8DBL3	unreviewed	A0A8H8DBL3_9ASCO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	I9W82_005497	Candida metapsilosis	365
A0A8H8DP52	unreviewed	A0A8H8DP52_9ASCO	Acyl-CoA desaturase (EC 1.14.19.1)	PMAC_002925	Pneumocystis sp. 'macacae'	464
A0A8H8IMS6	unreviewed	A0A8H8IMS6_9AGAM	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	RhiJN_01970 RhiLY_01902	Ceratobasidium sp. AG-Ba	525
A0A8H8IYR6	unreviewed	A0A8H8IYR6_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	RhiJN_08251 RhiLY_08033	Ceratobasidium sp. AG-Ba	431
A0A8H8J3U7	unreviewed	A0A8H8J3U7_9AGAM	sphingolipid 4-desaturase (EC 1.14.19.17)	RhiJN_10100 RhiLY_09859	Ceratobasidium sp. AG-Ba	413
A0A8H8JMJ8	unreviewed	A0A8H8JMJ8_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	RhiJN_20147	Ceratobasidium sp. AG-Ba	436
A0A8H8JQV7	unreviewed	A0A8H8JQV7_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	RhiJN_22744	Ceratobasidium sp. AG-Ba	431
A0A8H8MT13	unreviewed	A0A8H8MT13_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	RhiJN_28081	Ceratobasidium sp. AG-Ba	519
A0A8H8NEE3	unreviewed	A0A8H8NEE3_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	RhiJN_10248 RhiLY_10000	Ceratobasidium sp. AG-Ba	511
A0A8H8NLT4	unreviewed	A0A8H8NLT4_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	RhiJN_14045 RhiLY_13596	Ceratobasidium sp. AG-Ba	519
A0A8H8R6J5	unreviewed	A0A8H8R6J5_9HELO	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1_1 LHYA1_G001428	Lachnellula hyalina	408
A0A8H8S8X8	unreviewed	A0A8H8S8X8_9HELO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	SLD LOCC1_G000657	Lachnellula occidentalis	560
A0A8H8SZC2	unreviewed	A0A8H8SZC2_9AGAM	sphingolipid 4-desaturase (EC 1.14.19.17)	RhiXN_08480	Rhizoctonia solani	436
A0A8H8U0X8	unreviewed	A0A8H8U0X8_9HELO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	SLD LHYA1_G003570	Lachnellula hyalina	560
A0A8H8U2Z4	unreviewed	A0A8H8U2Z4_9HELO	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1_0 LHYA1_G001527	Lachnellula hyalina	454
A0A8H8UBH8	unreviewed	A0A8H8UBH8_9HELO	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1 LSUB1_G004210	Lachnellula subtilissima	466
A0A8H8UFX0	unreviewed	A0A8H8UFX0_9HELO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	SLD LSUB1_G001398	Lachnellula subtilissima	560
A0A8H8UKM2	unreviewed	A0A8H8UKM2_9HELO	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1 LOCC1_G000571	Lachnellula occidentalis	469
A0A8I2YC83	unreviewed	A0A8I2YC83_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	JVT61DRAFT_15550	Boletus reticuloceps	445
A0A8I2YIM6	unreviewed	A0A8I2YIM6_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	JVT61DRAFT_7120	Boletus reticuloceps	430
A0A8I2YLV5	unreviewed	A0A8I2YLV5_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	JVT61DRAFT_4878	Boletus reticuloceps	451
A0A8I2YXU2	unreviewed	A0A8I2YXU2_9AGAM	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	JVT61DRAFT_10256	Boletus reticuloceps	381
A0A8I2Z1M6	unreviewed	A0A8I2Z1M6_9AGAM	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	JVT61DRAFT_5516	Boletus reticuloceps	525
A0A8I2Z1X1	unreviewed	A0A8I2Z1X1_9PEZI	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	HYQ45_018715	Verticillium longisporum	138
A0A8I2Z520	unreviewed	A0A8I2Z520_9PEZI	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	HYQ45_018310	Verticillium longisporum	553
A0A8I2ZFS9	unreviewed	A0A8I2ZFS9_9PEZI	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	HYQ45_011891	Verticillium longisporum	609
A0A8I2ZSG1	unreviewed	A0A8I2ZSG1_9PEZI	sphingolipid 4-desaturase (EC 1.14.19.17)	HYQ45_005808	Verticillium longisporum	387
A0A8I3A3U4	unreviewed	A0A8I3A3U4_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	JVT61DRAFT_15039	Boletus reticuloceps	449
A0A8I3A6U3	unreviewed	A0A8I3A6U3_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	JVT61DRAFT_7521	Boletus reticuloceps	449
A0A8I3A762	unreviewed	A0A8I3A762_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	JVT61DRAFT_4880	Boletus reticuloceps	449
A0A8I3ABQ4	unreviewed	A0A8I3ABQ4_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	JVT61DRAFT_1815	Boletus reticuloceps	423
A0A8I3AQ74	unreviewed	A0A8I3AQ74_9PEZI	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	HYQ45_007494	Verticillium longisporum	553
A0A8I3MPI9	unreviewed	A0A8I3MPI9_CANLF	sphingolipid 4-desaturase (EC 1.14.19.17)	DEGS2	Canis lupus familiaris (Dog) (Canis familiaris)	323
A0A8I3NE51	unreviewed	A0A8I3NE51_CANLF	sphingolipid 4-desaturase (EC 1.14.19.17)	DEGS1	Canis lupus familiaris (Dog) (Canis familiaris)	323
A0A8I3P0C1	unreviewed	A0A8I3P0C1_CANLF	stearoyl-CoA 9-desaturase (EC 1.14.19.1)	SCD	Canis lupus familiaris (Dog) (Canis familiaris)	360
A0A8I3P0T0	unreviewed	A0A8I3P0T0_CANLF	stearoyl-CoA 9-desaturase (EC 1.14.19.1)	SCD	Canis lupus familiaris (Dog) (Canis familiaris)	360
A0A8I3S130	unreviewed	A0A8I3S130_CANLF	stearoyl-CoA 9-desaturase (EC 1.14.19.1)	SCD5	Canis lupus familiaris (Dog) (Canis familiaris)	322
A0A8I5NFD8	unreviewed	A0A8I5NFD8_PAPAN	sphingolipid 4-desaturase (EC 1.14.19.17)	DEGS1	Papio anubis (Olive baboon)	292
A0A8I6RT06	unreviewed	A0A8I6RT06_CIMLE	sphingolipid 4-desaturase (EC 1.14.19.17)	106668058	Cimex lectularius (Bed bug) (Acanthia lectularia)	321
A0A8I6SKK2	unreviewed	A0A8I6SKK2_CIMLE	cholesterol 7-desaturase (EC 1.14.19.21)		Cimex lectularius (Bed bug) (Acanthia lectularia)	398
A0A8I6SKR7	unreviewed	A0A8I6SKR7_CIMLE	cholesterol 7-desaturase (EC 1.14.19.21)		Cimex lectularius (Bed bug) (Acanthia lectularia)	382
A0A8I6SLX6	unreviewed	A0A8I6SLX6_CIMLE	cholesterol 7-desaturase (EC 1.14.19.21)		Cimex lectularius (Bed bug) (Acanthia lectularia)	424
A0A8I6SNI8	unreviewed	A0A8I6SNI8_CIMLE	cholesterol 7-desaturase (EC 1.14.19.21)		Cimex lectularius (Bed bug) (Acanthia lectularia)	334
A0A8I6SRW3	unreviewed	A0A8I6SRW3_CIMLE	cholesterol 7-desaturase (EC 1.14.19.21)		Cimex lectularius (Bed bug) (Acanthia lectularia)	401
A0A8I6YMY6	unreviewed	A0A8I6YMY6_HORVV	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)		Hordeum vulgare subsp. vulgare (Domesticated barley)	391
A0A8I7B3I5	unreviewed	A0A8I7B3I5_HORVV	Sphingolipid delta(4)-desaturase DES1-like (EC 1.14.19.17)		Hordeum vulgare subsp. vulgare (Domesticated barley)	329
A0A8I7BE31	unreviewed	A0A8I7BE31_HORVV	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)		Hordeum vulgare subsp. vulgare (Domesticated barley)	385
A0A8J0QPB4	unreviewed	A0A8J0QPB4_XENTR	sphingolipid 4-desaturase (EC 1.14.19.17)	degs2	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	322
A0A8J0TH86	unreviewed	A0A8J0TH86_XENLA	sphingolipid 4-desaturase (EC 1.14.19.17)	degs3.S	Xenopus laevis (African clawed frog)	322
A0A8J1V1B7	unreviewed	A0A8J1V1B7_OWEFU	cholesterol 7-desaturase (EC 1.14.19.21)	Ofus.G26541 OFUS_LOCUS31073	Owenia fusiformis (Polychaete worm)	459
A0A8J1VRJ4	unreviewed	A0A8J1VRJ4_9TREE	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	TREMPRED_002769	Tremellales sp. Tagirdzhanova-0007	535
A0A8J1VV38	unreviewed	A0A8J1VV38_9TREE	Acyl-CoA desaturase (EC 1.14.19.1)	TREMPRED_000073	Tremellales sp. Tagirdzhanova-0007	459
A0A8J1XVL6	unreviewed	A0A8J1XVL6_OWEFU	cholesterol 7-desaturase (EC 1.14.19.21)	Ofus.G073366 OFUS_LOCUS13195 OFUS_LOCUS13948	Owenia fusiformis (Polychaete worm)	483
A0A8J1XVL7	unreviewed	A0A8J1XVL7_OWEFU	sphingolipid 4-desaturase (EC 1.14.19.17)	Ofus.G091151 OFUS_LOCUS16175 OFUS_LOCUS16717	Owenia fusiformis (Polychaete worm)	326
A0A8J1YNA7	unreviewed	A0A8J1YNA7_9TREE	sphingolipid 4-desaturase (EC 1.14.19.17)	TREMPRED_000522	Tremellales sp. Tagirdzhanova-0007	431
A0A8J2B9D9	unreviewed	A0A8J2B9D9_9DINO	sphingolipid 4-desaturase (EC 1.14.19.17)	AMSPA120_T00014809001	Amoebophrya sp. A120	381
A0A8J2BB97	unreviewed	A0A8J2BB97_9DINO	sphingolipid 4-desaturase (EC 1.14.19.17)	AMSPA25_T00024916001	Amoebophrya sp. A25	365
A0A8J2E780	unreviewed	A0A8J2E780_9DINO	sphingolipid 4-desaturase (EC 1.14.19.17)	AMSPA25_T00002709001	Amoebophrya sp. A25	380
A0A8J2EAH4	unreviewed	A0A8J2EAH4_COTCN	cholesterol 7-desaturase (EC 1.14.19.21)	HICCMSTLAB_LOCUS1377	Cotesia congregata (Parasitoid wasp) (Apanteles congregatus)	423
A0A8J2HJA0	unreviewed	A0A8J2HJA0_COTCN	sphingolipid 4-desaturase (EC 1.14.19.17)	HICCMSTLAB_LOCUS11455	Cotesia congregata (Parasitoid wasp) (Apanteles congregatus)	321
A0A8J2HWZ2	unreviewed	A0A8J2HWZ2_9PLEO	Acyl-CoA desaturase (EC 1.14.19.1)	ALTATR162_LOCUS1773	Alternaria atra	480
A0A8J2I983	unreviewed	A0A8J2I983_9PLEO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	ALTATR162_LOCUS9948	Alternaria atra	387
A0A8J2IEY1	unreviewed	A0A8J2IEY1_FUSEQ	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	FEQUK3_LOCUS1423	Fusarium equiseti (Fusarium scirpi)	560
A0A8J2IF68	unreviewed	A0A8J2IF68_9PLEO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	ALTATR162_LOCUS11132	Alternaria atra	567
A0A8J2IJX0	unreviewed	A0A8J2IJX0_FUSEQ	sphingolipid 4-desaturase (EC 1.14.19.17)	FEQUK3_LOCUS1645	Fusarium equiseti (Fusarium scirpi)	373
A0A8J2JD00	unreviewed	A0A8J2JD00_9HEXA	cholesterol 7-desaturase (EC 1.14.19.21)	AFUS01_LOCUS1377	Allacma fusca	422
A0A8J2JQ98	unreviewed	A0A8J2JQ98_9HEXA	cholesterol 7-desaturase (EC 1.14.19.21)	AFUS01_LOCUS8512	Allacma fusca	422
A0A8J2JRC1	unreviewed	A0A8J2JRC1_9HEXA	cholesterol 7-desaturase (EC 1.14.19.21)	AFUS01_LOCUS9278	Allacma fusca	440
A0A8J2LA58	unreviewed	A0A8J2LA58_9HEXA	cholesterol 7-desaturase (EC 1.14.19.21)	AFUS01_LOCUS37933	Allacma fusca	441
A0A8J2LCP0	unreviewed	A0A8J2LCP0_9HEXA	cholesterol 7-desaturase (EC 1.14.19.21)	AFUS01_LOCUS42361	Allacma fusca	394
A0A8J2LFU0	unreviewed	A0A8J2LFU0_9HEXA	cholesterol 7-desaturase (EC 1.14.19.21)	AFUS01_LOCUS44026	Allacma fusca	523
A0A8J2LQ95	unreviewed	A0A8J2LQ95_9HEXA	sphingolipid 4-desaturase (EC 1.14.19.17)	AFUS01_LOCUS44846	Allacma fusca	318
A0A8J2LWC7	unreviewed	A0A8J2LWC7_9BILA	cholesterol 7-desaturase (EC 1.14.19.21)	CJOHNSTONI_LOCUS561	Cercopithifilaria johnstoni	418
A0A8J2MSZ2	unreviewed	A0A8J2MSZ2_9BILA	sphingolipid 4-desaturase (EC 1.14.19.17)	CJOHNSTONI_LOCUS8347	Cercopithifilaria johnstoni	354
A0A8J2MX98	unreviewed	A0A8J2MX98_9PLEO	Acyl-CoA desaturase (EC 1.14.19.1)	ALTATR162_LOCUS2431	Alternaria atra	456
A0A8J2MY80	unreviewed	A0A8J2MY80_9PLEO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	ALTATR162_LOCUS3314	Alternaria atra	578
A0A8J2NH29	unreviewed	A0A8J2NH29_FUSEQ	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	FEQUK3_LOCUS11041	Fusarium equiseti (Fusarium scirpi)	573
A0A8J2NS28	unreviewed	A0A8J2NS28_9HEXA	cholesterol 7-desaturase (EC 1.14.19.21)	AFUS01_LOCUS2407	Allacma fusca	386
A0A8J2NW45	unreviewed	A0A8J2NW45_9HEXA	cholesterol 7-desaturase (EC 1.14.19.21)	AFUS01_LOCUS17505	Allacma fusca	409
