Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
F1SYI7	reviewed	Cytochrome P450 monooxygenase 226	561896	Postia placenta (strain ATCC 44394 / Madison 698-R)	526	PF00067	48..477
F1SYI9	reviewed	Cytochrome P450 monooxygenase 231	561896	Postia placenta (strain ATCC 44394 / Madison 698-R)	567	PF00067	33..500
F2Z9C1	reviewed	Protopine 6-monooxygenase	3467	Eschscholzia californica	524	PF00067	46..504
F2ZAF9	reviewed	Cytochrome P450 monooxygenase 253	561896	Postia placenta (strain ATCC 44394 / Madison 698-R)	526	PF00067	46..486
F4IK45	reviewed	Cytochrome P450 709B2	3702	Arabidopsis thaliana	572	PF00067	142..554
F4JW83	reviewed	Cytochrome P450 84A4	3702	Arabidopsis thaliana	512	PF00067	33..485
F5BHA2	reviewed	Tabersonine/lochnericine 19-hydroxylase	4058	Catharanthus roseus	507	PF00067	35..492
F6H9N6	reviewed	Beta-amyrin 28-monooxygenase	29760	Vitis vinifera	480	PF00067	37..452
F8S1H3	reviewed	Germacrene A acid 8-beta-hydroxylase	4232	Helianthus annuus	488	PF00067	29..473
F8S1H8	reviewed	Eupatolide synthase	4232	Helianthus annuus	491	PF00067	40..477
F8S1I0	reviewed	Costunolide synthase	4236	Lactuca sativa	490	PF00067	31..476
F9FAJ9	reviewed	Bifunctional dioxygenase (DOX)-epoxy alcohol synthase (EAS)	660025	Fusarium oxysporum (strain Fo5176)	1283	PF00067	968..1052
G0KYA9	reviewed	Trichothecene C-4 hydroxylase	490622	Trichoderma arundinaceum	499	PF00067	39..484
G0KYB2	reviewed	Cytochrome P450 monooxygenase TRI4	490622	Trichoderma arundinaceum	517	PF00067	59..493
G0LET5	reviewed	Cytochrome P450 monooxygenase BOA7	332648	Botryotinia fuckeliana (strain B05.10)	535	PF00067	209..527
G0REX9	reviewed	Cytochrome P450 monooxygenase iliC	431241	Hypocrea jecorina (strain QM6a)	449	PF00067	11..423
G1UB11	reviewed	C-22 sterol desaturase ERG5	237561	Candida albicans (strain SC5314 / ATCC MYA-2876)	517	PF00067	79..463
G1XTZ9	reviewed	Cytochrome P450 monooxygenase AOL_s00215g278	756982	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491)	585	PF00067	73..543
G1XU01	reviewed	Cytochrome P450 monooxygenase AOL_s00215g280	756982	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491)	501	PF00067	77..477
G1XU03	reviewed	Cytochrome P450 monooxygenase AOL_s00215g282	756982	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491)	537	PF00067	37..487
G3GBK0	reviewed	Costunolide synthase	13427	Cichorium intybus	494	PF00067	31..476
G3JUI6	reviewed	Cytochrome P450 monooxygenase milC	983644	Cordyceps militaris (strain CM01)	526	PF00067	92..511
G3V7X8	reviewed	Cytochrome P450 26B1	10116	Rattus norvegicus	512	PF00067	73..466
G3XMC3	reviewed	Cytochrome P450 monooxygenase azaI	380704	Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7)	467	PF00067	40..366,384..460
G3XSI3	reviewed	Cytochrome P450 monooxygenase aunB	380704	Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7)	159	PF00067	6..158
G3Y416	reviewed	Cytochrome P450 monooxygenase yanC	380704	Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7)	537	PF00067	33..487
G3Y420	reviewed	Cytochrome P450 monooxygenase yanH	380704	Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7)	517	PF00067	72..494
G4MVZ7	reviewed	Cytochrome P450 monooxygenase CYP1	242507	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	543	PF00067	195..518
G4MWA8	reviewed	Cytochrome P450 monooxygenase CYP2	242507	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	453	PF00067	162..442
G4MWB2	reviewed	Cytochrome P450 monooxygenase CYP3	242507	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	513	PF00067	220..489
G4MWB3	reviewed	Cytochrome P450 monooxygenase CYP4	242507	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	534	PF00067	250..512
G4N2X2	reviewed	Cytochrome P450 monooxygenase ABA2	242507	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	521	PF00067	62..485
G4N2X9	reviewed	Bifunctional dioxygenase (DOX)-epoxy alcohol synthase (EAS)	242507	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	1153	PF00067	1034..1103
G4N2Y3	reviewed	Cytochrome P450 monooxygenase ABA1	242507	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	512	PF00067	50..496
G4XV71	reviewed	2-hydroxyisoflavanone synthase	74613	Glycyrrhiza uralensis	523	PF00067	36..480
G5EB19	reviewed	Psi-producing oxygenase A	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	1081	PF00067	925..1020
G5EJN7	reviewed	Self-sufficient cytochrome P450 monooxygenase CYP505E3	2822231	Phanerodontia chrysosporium	1057	PF00067	6..445
G7XMT1	reviewed	Self-sufficient cytochrome P450 monooxygenase CYP505E5	1033177	Aspergillus kawachii (strain NBRC 4308)	1050	PF00067	8..450
G9MLG2	reviewed	Self-sufficient cytochrome P450 monooxygenase CYP505P1	413071	Hypocrea virens (strain Gv29-8 / FGSC 10586)	1076	PF00067	13..459
G9N4A8	reviewed	Cytochrome P450 monooxygenase virE	413071	Hypocrea virens (strain Gv29-8 / FGSC 10586)	551	PF00067	31..465
H1A981	reviewed	11-oxo-beta-amyrin 30-oxidase	3880	Medicago truncatula	524	PF00067	93..500
H1A988	reviewed	11-oxo-beta-amyrin 30-oxidase	74613	Glycyrrhiza uralensis	523	PF00067	89..500
H2DH16	reviewed	Dammarenediol 12-hydroxylase	4054	Panax ginseng	486	PF00067	43..459
H2DH17	reviewed	Cytochrome P450 CYP749A22	4054	Panax ginseng	524	PF00067	103..499
H2DH18	reviewed	Cytochrome P450 CYP736A12	4054	Panax ginseng	500	PF00067	34..492
H2DH19	reviewed	Cytochrome P450 CYP71D312	4054	Panax ginseng	460	PF00067	10..444
H2DH20	reviewed	Cytochrome P450 CYP71D313	4054	Panax ginseng	505	PF00067	32..482
H2DH21	reviewed	Cytochrome P450 CYP72A219	4054	Panax ginseng	518	PF00067	90..492
H2DH22	reviewed	Cytochrome P450 CYP73A100	4054	Panax ginseng	533	PF00067	61..500
H2DH23	reviewed	Cytochrome P450 CYP82H23	4054	Panax ginseng	245	PF00067	2..240
H2DH24	reviewed	Cytochrome P450 CYP82D47	4054	Panax ginseng	363	PF00067	9..363
H2KYS3	reviewed	3-ketosteroid oxygenase	6239	Caenorhabditis elegans	572	PF00067	108..560
I1GQE7	reviewed	Cytochrome P450 85A1	15368	Brachypodium distachyon	466	PF00067	215..448
I1H7R8	reviewed	Steroid (22S)-hydroxylase	15368	Brachypodium distachyon	507	PF00067	50..472
I1HL09	reviewed	Cytochrome P450 90D2	15368	Brachypodium distachyon	510	PF00067	49..473
I1IUJ6	reviewed	3beta,22alpha-dihydroxysteroid 3-dehydrogenase	15368	Brachypodium distachyon	498	PF00067	44..477
I1RBR4	reviewed	Sterol 14-alpha demethylase CYP51A	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	526	PF00067	56..497
I1RE80	reviewed	C-22 sterol desaturase ERG5A	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	536	PF00067	91..497
I1RJR2	reviewed	Sterol 14-alpha demethylase CYP51A	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	507	PF00067	38..497
I1RL13	reviewed	Cytochrome P450 monooxygenase dpfgJ	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	481	PF00067	98..464
I1RV19	reviewed	Cytochrome P450 monooxygenase FG08079	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	509	PF00067	54..490
I1S163	reviewed	Cytochrome P450 monooxygenase FSL4	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	557	PF00067	108..524
I1S2J5	reviewed	Cytochrome P450 monooxygenase FGM1	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	505	PF00067	60..467
I1S2M5	reviewed	Sterol 14-alpha demethylase CYP51C	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	517	PF00067	51..507
I1TEM0	reviewed	Geissoschizine oxidase	4058	Catharanthus roseus	501	PF00067	34..480
I1TEM1	reviewed	Tabersonine 3-oxygenase	4058	Catharanthus roseus	506	PF00067	38..491
I3DZK9	reviewed	Fatty-acid peroxygenase	796606	Bacillus methanolicus (strain MGA3 / ATCC 53907)	419	PF00067	276..394
I3PFJ5	reviewed	Cytochrome P450 76AD1	161934	Beta vulgaris	497	PF00067	33..488
I3PLR0	reviewed	(S)-1-hydroxy-N-methylcanadine 13-hydroxylase CYP82X2	3469	Papaver somniferum	554	PF00067	57..531
I3PLR1	reviewed	(S)-N-methylcanadine 1-hydroxylase CYP82Y1	3469	Papaver somniferum	556	PF00067	62..533
I3QBP4	reviewed	(S)-canadine synthase CYP719A21	3469	Papaver somniferum	488	PF00067	38..474
I3V6B1	reviewed	(S)-N-methylcoclaurine 3'-hydroxylase-like protein	3469	Papaver somniferum	440	PF00067	30..432
I3V6B7	reviewed	(13S,14R)-13-O-acetyl-1-hydroxy-N-methylcanadine 8-hydroxylase CYP82X1	3469	Papaver somniferum	540	PF00067	50..521
I7C6E8	reviewed	Beta-amyrin 28-monooxygenase	4054	Panax ginseng	481	PF00067	38..453
I7CT85	reviewed	Protopanaxadiol 6-hydroxylase	4054	Panax ginseng	469	PF00067	32..441
I7LRH3	reviewed	Cytochrome P450 monooxygenase mpaDE	5074	Penicillium brevicompactum	853	PF00067	48..481
I7ZK32	reviewed	Self-sufficient cytochrome P450 monooxygenase CYP505C3	1160506	Aspergillus oryzae (strain 3.042)	1054	PF00067	14..441
J4UJ10	reviewed	Cytochrome P450 monooxygenase tenB	655819	Beauveria bassiana (strain ARSEF 2860)	544	PF00067	162..534
J5JKC1	reviewed	Cytochrome P450 monooxygenase tenA	655819	Beauveria bassiana (strain ARSEF 2860)	529	PF00067	76..399,424..507
J7FIP8	reviewed	Cytochrome P450 monooxygenase idtP	40601	Claviceps paspali	498	PF00067	103..468
J7FJH1	reviewed	Cytochrome P450 monooxygenase idtQ	40601	Claviceps paspali	529	PF00067	143..502
K0E684	reviewed	Cytochrome P450 monooxygenase ecdH	41736	Aspergillus rugulosus	503	PF00067	150..476
K0E690	reviewed	Cytochrome P450 monooxygenase htyF	41736	Aspergillus rugulosus	683	PF00067	164..516
K2RLM2	reviewed	Cytochrome P450 monooxygenase dpmpJ	1126212	Macrophomina phaseolina (strain MS6)	337	PF00067	100..285
K2RQZ2	reviewed	Cytochrome P450 monooxygenase mpsF	1126212	Macrophomina phaseolina (strain MS6)	410	PF00067	2..389
K4BV52	reviewed	Allene oxide synthase 1, chloroplastic	4081	Solanum lycopersicum	534	PF00067	362..467
K4CEE8	reviewed	Beta-amyrin 28-monooxygenase	4081	Solanum lycopersicum	482	PF00067	38..453
K4CF70	reviewed	Fatty acid hydroperoxide lyase, chloroplastic	4081	Solanum lycopersicum	476	PF00067	307..422
K4CI52	reviewed	Abscisic acid 8'-hydroxylase CYP707A2	4081	Solanum lycopersicum	469	PF00067	37..440
K7NBR2	reviewed	Cucurbitadienol 11-hydroxylase	190515	Siraitia grosvenorii	473	PF00067	33..447
L0E2R0	reviewed	Cytochrome P450 monooxygenase phqM	70095	Penicillium fellutanum	536	PF00067	65..494
L0E2V1	reviewed	Cytochrome P450 monooxygenase phqL	70095	Penicillium fellutanum	563	PF00067	129..546
L0E307	reviewed	Cytochrome P450 monooxygenase phqO	70095	Penicillium fellutanum	436	PF00067	174..407
L0MXJ1	reviewed	Fusicoccadiene 8-ol C-16-hydroxylase	1214568	Phomopsis amygdali	526	PF00067	81..514
L0MYS5	reviewed	Fusicocca-1,10(14)-diene-8beta,16-diol C-9 hydroxylase	1214568	Phomopsis amygdali	511	PF00067	150..486
L0MYS8	reviewed	Dideacetyl fusicoccin A C-19 hydroxylase	1214568	Phomopsis amygdali	519	PF00067	244..489
L0N063	reviewed	Fusicoccadiene C-8 hydroxylase	1214568	Phomopsis amygdali	524	PF00067	73..482
L0N065	reviewed	Fusicoccin H C-9 hydroxylase	1214568	Phomopsis amygdali	518	PF00067	111..486
L7HT17	reviewed	Cytochrome P450 monooxygenase ABA2	1143189	Magnaporthe oryzae (strain Y34)	418	PF00067	27..382
L7HYA8	reviewed	Cytochrome P450 monooxygenase ABA1	1143189	Magnaporthe oryzae (strain Y34)	512	PF00067	50..496
L7T720	reviewed	Pluviatolide synthase	35933	Podophyllum peltatum	489	PF00067	37..473
L7T8H2	reviewed	Pluviatolide synthase	93608	Sinopodophyllum hexandrum	489	PF00067	37..474
L7WME9	reviewed	Cytochrome P450 monooxygenase notG'	46472	Aspergillus versicolor	544	PF00067	99..520
L7WRY5	reviewed	Cytochrome P450 monooxygenase notH'	46472	Aspergillus versicolor	499	PF00067	148..474
L7X0L7	reviewed	Protopine 6-monooxygenase	3469	Papaver somniferum	541	PF00067	57..514
L7X3S1	reviewed	Methyltetrahydroprotoberberine 14-monooxygenase	3469	Papaver somniferum	526	PF00067	51..508
L8AXV5	reviewed	Cytochrome P450 monooxygenase ACRTS1	5599	Alternaria alternata	375	PF00067	10..361
M1KVN4	reviewed	Flavonoid-6-hydroxylase	34256	Mentha piperita	516	PF00067	37..492
M1KXD0	reviewed	Flavonoid-6-hydroxylase	39350	Ocimum basilicum	534	PF00067	42..504
M1W080	reviewed	Cytochrome P450 monooxygenase tcpC	1111077	Claviceps purpurea (strain 20.1)	505	PF00067	82..477
M1W266	reviewed	Cytochrome P450 monooxygenase CPUR_05419	1111077	Claviceps purpurea (strain 20.1)	534	PF00067	64..501
M1WEN7	reviewed	Cytochrome P450 monooxygenase cloA	1111077	Claviceps purpurea (strain 20.1)	507	PF00067	156..475
M2UJ60	reviewed	Cytochrome P450 monooxygenase tpcC	701091	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O)	525	PF00067	45..485
M2V0Z8	reviewed	Cytochrome P450 monooxygenase tpcB	701091	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O)	506	PF00067	53..477
M2V933	reviewed	Cytochrome P450 monooxygenase oblB	701091	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O)	524	PF00067	66..485
M2XHZ0	reviewed	Versicolorin B desaturase	675120	Dothistroma septosporum (strain NZE10 / CBS 128990)	520	PF00067	61..492
M2XJ44	reviewed	Hps1-dma1 cluster cytochrome P450 monooxygenase cyp3.1	675120	Dothistroma septosporum (strain NZE10 / CBS 128990)	317	PF00067	26..175,218..306
M2YIZ5	reviewed	Cytochrome P450 monooxygenase cypX	675120	Dothistroma septosporum (strain NZE10 / CBS 128990)	511	PF00067	74..476
M2YJD1	reviewed	Averantin hydroxylase	675120	Dothistroma septosporum (strain NZE10 / CBS 128990)	525	PF00067	70..489
M3A333	reviewed	Cytochrome P450 monooxygenase MYCFIDRAFT_204672	383855	Pseudocercospora fijiensis (strain CIRAD86)	492	PF00067	24..465
O00061	reviewed	Cytochrome P450 67	55588	Uromyces fabae	541	PF00067	99..531
O02766	reviewed	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase	9986	Oryctolagus cuniculus	500	PF00067	36..488
O04164	reviewed	Cytochrome P450 71A6	54731	Nepeta racemosa	511	PF00067	28..496
O04773	reviewed	Flavonoid 3',5'-hydroxylase	56154	Campanula medium	523	PF00067	39..505
O04790	reviewed	Flavonoid 3',5'-hydroxylase	52518	Eustoma exaltatum subsp. russellianum	510	PF00067	38..490
O08336	reviewed	Bifunctional cytochrome P450/NADPH--P450 reductase 2	224308	Bacillus subtilis (strain 168)	1054	PF00067	17..449
O08394	reviewed	Bifunctional cytochrome P450/NADPH--P450 reductase 1	224308	Bacillus subtilis (strain 168)	1061	PF00067	12..447
O08469	reviewed	Cytochrome P450	224308	Bacillus subtilis (strain 168)	410	PF00067	76..400
O09158	reviewed	Cytochrome P450 3A25	10090	Mus musculus	503	PF00067	39..493
O13317	reviewed	Trichothecene C-15 hydroxylase	5514	Fusarium sporotrichioides	492	PF00067	57..484
O13345	reviewed	O-methylsterigmatocystin oxidoreductase	1403190	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	528	PF00067	32..489
O13820	reviewed	C-22 sterol desaturase ERG5	284812	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	543	PF00067	55..499
O14442	reviewed	Eburicol 14-alpha-demethylase	52586	Uncinula necator	524	PF00067	56..504
O15528	reviewed	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial	9606	Homo sapiens	508	PF00067	57..504
O16805	reviewed	Cytochrome P450 4d1	7240	Drosophila simulans	512	PF00067	35..506
O17624	reviewed	Putative cytochrome P450 cyp-13B1	6239	Caenorhabditis elegans	510	PF00067	31..486
O18596	reviewed	Cytochrome P450 4d10	7228	Drosophila mettleri	513	PF00067	44..507
O18635	reviewed	Cytochrome P450 CYP12A2	7370	Musca domestica	537	PF00067	75..530
O18809	reviewed	Cytochrome P450 2F3	9925	Capra hircus	491	PF00067	31..488
O18963	reviewed	Cytochrome P450 2E1	9913	Bos taurus	495	PF00067	33..489
O18992	reviewed	Cytochrome P450 2D19	9483	Callithrix jacchus	497	PF00067	34..493
O18993	reviewed	Cytochrome P450 3A21	9483	Callithrix jacchus	503	PF00067	39..493
O22203	reviewed	Cytochrome P450 98A3	3702	Arabidopsis thaliana	508	PF00067	28..481
O22307	reviewed	Cytochrome P450 71D11	34305	Lotus japonicus	490	PF00067	20..469
O23051	reviewed	Ent-kaurenoic acid oxidase 1	3702	Arabidopsis thaliana	490	PF00067	46..466
O23066	reviewed	Cytochrome P450 86A2	3702	Arabidopsis thaliana	553	PF00067	28..500
O23365	reviewed	Cytochrome P450 97B3, chloroplastic	3702	Arabidopsis thaliana	580	PF00067	103..572
O23976	reviewed	7-ethoxycoumarin O-deethylase	4233	Helianthus tuberosus	490	PF00067	29..462
O24312	reviewed	Trans-cinnamate 4-monooxygenase	3693	Populus tremuloides	505	PF00067	34..496
O31440	reviewed	Fatty-acid peroxygenase	224308	Bacillus subtilis (strain 168)	417	PF00067	277..392
O31785	reviewed	Polyketide biosynthesis cytochrome P450 PksS	224308	Bacillus subtilis (strain 168)	405	PF00067	84..373
O34374	reviewed	Putative cytochrome P450 YjiB	224308	Bacillus subtilis (strain 168)	396	PF00067	47..373
O34926	reviewed	Pulcherriminic acid synthase	224308	Bacillus subtilis (strain 168)	405	PF00067	16..372
O35074	reviewed	Prostacyclin synthase	10090	Mus musculus	501	PF00067	37..489
O35084	reviewed	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial	10090	Mus musculus	507	PF00067	41..503
O35132	reviewed	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial	10116	Rattus norvegicus	501	PF00067	51..497
O35293	reviewed	Cytochrome P450 2F2	10116	Rattus norvegicus	491	PF00067	31..488
O35728	reviewed	Cytochrome P450 4A14	10090	Mus musculus	507	PF00067	53..500
O42145	reviewed	Aromatase	7955	Danio rerio	509	PF00067	68..500
O42231	reviewed	Cytochrome P450 1A1	48191	Chelon auratus	521	PF00067	46..508
O42430	reviewed	Cytochrome P450 1A1	27771	Limanda limanda	521	PF00067	46..511
O42457	reviewed	Cytochrome P450 1A1	8175	Sparus aurata	521	PF00067	46..508
O42563	reviewed	Cytochrome P450 3A27	8022	Oncorhynchus mykiss	518	PF00067	40..496
O43174	reviewed	Cytochrome P450 26A1	9606	Homo sapiens	497	PF00067	45..472
O44220	reviewed	Cytochrome P450 12b1, mitochondrial	51166	Drosophila acanthoptera	532	PF00067	63..525
O44221	reviewed	Cytochrome P450 4e5, mitochondrial	7228	Drosophila mettleri	522	PF00067	37..473
O45364	reviewed	Probable cytochrome P450 cyp-35D1	6239	Caenorhabditis elegans	499	PF00067	26..478
O46051	reviewed	Probable cytochrome P450 4d14	7227	Drosophila melanogaster	507	PF00067	34..487
O46054	reviewed	Cytochrome P450 4ae1	7227	Drosophila melanogaster	496	PF00067	37..478
O46420	reviewed	Lanosterol 14-alpha demethylase	9823	Sus scrofa	503	PF00067	65..492
O46491	reviewed	Cytochrome P450 7A1	9823	Sus scrofa	501	PF00067	33..493
O46512	reviewed	Aromatase	9796	Equus caballus	503	PF00067	49..483
O46515	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	9796	Equus caballus	520	PF00067	52..510
O46658	reviewed	Vitamin D(3) 25-hydroxylase	9823	Sus scrofa	500	PF00067	37..496
O48786	reviewed	Cytochrome P450 734A1	3702	Arabidopsis thaliana	520	PF00067	85..496
O48921	reviewed	Cytochrome P450 97B2, chloroplastic	3847	Glycine max	576	PF00067	101..567
O48922	reviewed	Cytochrome P450 98A2	3847	Glycine max	509	PF00067	29..482
O48923	reviewed	Cytochrome P450 71D10	3847	Glycine max	510	PF00067	44..496
O48927	reviewed	Cytochrome P450 78A3	3847	Glycine max	523	PF00067	64..499
O48928	reviewed	Cytochrome P450 77A3	3847	Glycine max	513	PF00067	38..497
O48956	reviewed	Cytochrome P450 98A1	4558	Sorghum bicolor	512	PF00067	32..479
O48957	reviewed	Cytochrome P450 CYP99A1	4558	Sorghum bicolor	519	PF00067	28..494
O48958	reviewed	4-hydroxyphenylacetaldehyde oxime monooxygenase	4558	Sorghum bicolor	531	PF00067	56..512
O49340	reviewed	Cytochrome P450 71A12	3702	Arabidopsis thaliana	497	PF00067	34..465
O49342	reviewed	Indoleacetaldoxime dehydratase	3702	Arabidopsis thaliana	497	PF00067	34..466
O49394	reviewed	Xanthotoxin 5-hydroxylase CYP82C2	3702	Arabidopsis thaliana	523	PF00067	33..505
O49396	reviewed	Cytochrome P450 82C3	3702	Arabidopsis thaliana	512	PF00067	33..493
O49858	reviewed	Cytochrome P450 82A3	3847	Glycine max	527	PF00067	44..505
O49859	reviewed	Cytochrome P450 82A4	3847	Glycine max	525	PF00067	43..503
O54749	reviewed	Cytochrome P450 2J5	10090	Mus musculus	501	PF00067	44..496
O54750	reviewed	Cytochrome P450 2J6	10090	Mus musculus	501	PF00067	44..496
O55071	reviewed	Cytochrome P450 2B19	10090	Mus musculus	492	PF00067	32..488
O55127	reviewed	Cytochrome P450 26A1	10090	Mus musculus	497	PF00067	45..472
O57525	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	71582	Rana dybowskii	519	PF00067	42..505
O61387	reviewed	Cytochrome P450 6B7	29058	Helicoverpa armigera	504	PF00067	34..490
O62671	reviewed	Cytochrome P450 2C41	9615	Canis lupus familiaris	489	PF00067	30..486
O64635	reviewed	Cytochrome P450 76C4	3702	Arabidopsis thaliana	511	PF00067	39..497
O64636	reviewed	Cytochrome P450 76C1	3702	Arabidopsis thaliana	512	PF00067	39..497
O64637	reviewed	Cytochrome P450 76C2	3702	Arabidopsis thaliana	512	PF00067	39..499
O64638	reviewed	Cytochrome P450 76C3	3702	Arabidopsis thaliana	515	PF00067	39..497
O64697	reviewed	Cytochrome P450 710A1	3702	Arabidopsis thaliana	495	PF00067	77..451
O64698	reviewed	Cytochrome P450 710A2	3702	Arabidopsis thaliana	499	PF00067	45..466
O64718	reviewed	Cytochrome P450 71B9	3702	Arabidopsis thaliana	500	PF00067	32..490
O64899	reviewed	(S)-N-methylcoclaurine 3'-hydroxylase isozyme 1	3467	Eschscholzia californica	487	PF00067	29..477
O64900	reviewed	(S)-N-methylcoclaurine 3'-hydroxylase isozyme 2	3467	Eschscholzia californica	488	PF00067	30..478
O64989	reviewed	Steroid (22S)-hydroxylase	3702	Arabidopsis thaliana	513	PF00067	40..493
O65012	reviewed	Cytochrome P450 78A4	3347	Pinus radiata	553	PF00067	80..524
O65438	reviewed	Cytochrome P450 71A27	3702	Arabidopsis thaliana	499	PF00067	34..463
O65782	reviewed	Cytochrome P450 83B1	3702	Arabidopsis thaliana	499	PF00067	30..492
O65784	reviewed	Cytochrome P450 71B5	3702	Arabidopsis thaliana	498	PF00067	29..486
O65785	reviewed	Cytochrome P450 71B3	3702	Arabidopsis thaliana	501	PF00067	30..486
O65786	reviewed	Cytochrome P450 71B4	3702	Arabidopsis thaliana	504	PF00067	33..483
O65787	reviewed	Cytochrome P450 71B6	3702	Arabidopsis thaliana	503	PF00067	37..480
O65788	reviewed	Cytochrome P450 71B2	3702	Arabidopsis thaliana	502	PF00067	32..487
O65790	reviewed	Cytochrome P450 81F1	3702	Arabidopsis thaliana	500	PF00067	29..479
O70537	reviewed	Cytochrome P450 3A31	10036	Mesocricetus auratus	501	PF00067	39..491
O73686	reviewed	Ovarian aromatase	7957	Carassius auratus	518	PF00067	68..501
O73853	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	7998	Ictalurus punctatus	514	PF00067	33..495
O75881	reviewed	Cytochrome P450 7B1	9606	Homo sapiens	506	PF00067	50..484
O77809	reviewed	Cytochrome P450 1A2	9541	Macaca fascicularis	516	PF00067	42..493
O77810	reviewed	Cytochrome P450 1A2	9483	Callithrix jacchus	516	PF00067	42..494
O80823	reviewed	Cytochrome P450 86A8	3702	Arabidopsis thaliana	537	PF00067	28..496
O81077	reviewed	Abscisic acid 8'-hydroxylase 2	3702	Arabidopsis thaliana	482	PF00067	50..459
O81117	reviewed	Cytochrome P450 94A1	3908	Vicia sativa	514	PF00067	48..484
O81345	reviewed	Cytochrome P450 79B1	3728	Sinapis alba	542	PF00067	58..522
O81346	reviewed	Tryptophan N-monooxygenase 1	3702	Arabidopsis thaliana	541	PF00067	57..521
O81928	reviewed	Trans-cinnamate 4-monooxygenase	3827	Cicer arietinum	505	PF00067	34..495
O81970	reviewed	Cytochrome P450 71A9	3847	Glycine max	499	PF00067	34..487
O81971	reviewed	Cytochrome P450 71D9	3847	Glycine max	496	PF00067	36..475
O81972	reviewed	Cytochrome P450 82A2	3847	Glycine max	522	PF00067	42..494
O81973	reviewed	Cytochrome P450 93A3	3847	Glycine max	510	PF00067	32..498
O81974	reviewed	Cytochrome P450 71D8	3847	Glycine max	504	PF00067	34..486
O87605	reviewed	Cytochrome P450 monooxygenase PikC	54571	Streptomyces venezuelae	416	PF00067	208..375
O88833	reviewed	Cytochrome P450 4A10	10090	Mus musculus	509	PF00067	52..501
O88962	reviewed	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase	10090	Mus musculus	500	PF00067	38..490
O93297	reviewed	Cytochrome P450 2K4	8022	Oncorhynchus mykiss	504	PF00067	42..499
O93299	reviewed	Cytochrome P450 2K3	8022	Oncorhynchus mykiss	491	PF00067	42..486
O93323	reviewed	Cytochrome P450 26A1	8355	Xenopus laevis	492	PF00067	45..466
